frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,626,332,683,436,429,420,523,593,97.0,27.0,0.7016283273696899,105.0,20.0,0.7208684086799622,94.0,20.0,0.7811945080757141,126.0,24.0,0.6816329956054688,88.0,25.0,0.47226816415786743,160.0,54.0,0.5665462613105774,75.0,53.0,0.5445717573165894,167.0,87.0,0.35106873512268066,55.0,85.0,0.4673970341682434,122.0,95.0,0.3309114873409271,24.0,102.0,0.3813837766647339,139.0,128.0,0.41773414611816406,89.0,127.0,0.42929795384407043,133.0,166.0,0.3008994162082672,79.0,160.0,0.28393420577049255,138.0,215.0,0.5053612589836121,113.0,197.0,0.351470023393631,92.0,34.0,0.3898530602455139,91.0,30.0,0.28289180994033813,91.0,31.0,0.5344305634498596,48.0,26.0,0.42483973503112793,85.0,33.0,0.624835729598999,22.0,58.0,0.6382806897163391,115.0,63.0,0.6537729501724243,16.0,88.0,0.6546381115913391,160.0,89.0,0.7013344764709473,48.0,76.0,0.1501707136631012,177.0,67.0,0.6404587626457214,54.0,128.0,0.4592984616756439,99.0,125.0,0.44877690076828003,84.0,158.0,0.48067420721054077,109.0,181.0,0.5739535689353943,76.0,204.0,0.6433349847793579,88.0,232.0,0.6728728413581848
1,629,332,683,435,428,420,527,593,90.0,28.0,0.6693634986877441,99.0,20.0,0.6932697296142578,86.0,20.0,0.756263792514801,122.0,24.0,0.6785610914230347,80.0,25.0,0.5041189789772034,154.0,54.0,0.5267911553382874,69.0,53.0,0.5088568329811096,173.0,85.0,0.28084293007850647,53.0,87.0,0.5134981870651245,120.0,102.0,0.2468416839838028,22.0,99.0,0.38144516944885254,135.0,128.0,0.3985799252986908,83.0,127.0,0.3966415822505951,133.0,164.0,0.3109072744846344,69.0,160.0,0.33494260907173157,134.0,217.0,0.5164953470230103,100.0,204.0,0.3913710415363312,92.0,32.0,0.43009811639785767,91.0,26.0,0.29415827989578247,89.0,28.0,0.54314124584198,51.0,24.0,0.4810790717601776,84.0,32.0,0.6685757637023926,27.0,57.0,0.7064359188079834,111.0,61.0,0.6563237905502319,16.0,88.0,0.6948181986808777,156.0,90.0,0.7250036001205444,38.0,76.0,0.167364701628685,176.0,66.0,0.6776893138885498,49.0,127.0,0.49109798669815063,92.0,124.0,0.49799785017967224,80.0,158.0,0.5044481754302979,103.0,181.0,0.6153249740600586,70.0,203.0,0.6700084805488586,85.0,232.0,0.6759585738182068
2,639,333,682,434,427,419,528,594,65.0,27.0,0.5286123752593994,81.0,18.0,0.5428981781005859,63.0,18.0,0.6256386637687683,106.0,22.0,0.5180125832557678,52.0,23.0,0.4058968126773834,146.0,54.0,0.3579890727996826,46.0,53.0,0.31958359479904175,177.0,80.0,0.1885436475276947,21.0,62.0,0.14735127985477448,140.0,99.0,0.15749505162239075,34.0,97.0,0.13824808597564697,122.0,132.0,0.2517475187778473,59.0,131.0,0.24340340495109558,133.0,176.0,0.19357538223266602,38.0,164.0,0.1166689470410347,122.0,213.0,0.2792222797870636,72.0,204.0,0.19131404161453247,92.0,32.0,0.3288555145263672,91.0,30.0,0.20041689276695251,91.0,31.0,0.49079036712646484,53.0,23.0,0.5126599073410034,86.0,32.0,0.6693465113639832,28.0,56.0,0.7205935120582581,110.0,60.0,0.6665807962417603,14.0,88.0,0.7019655108451843,154.0,88.0,0.7455845475196838,42.0,86.0,0.16276904940605164,180.0,68.0,0.7159242033958435,44.0,124.0,0.5070720314979553,88.0,124.0,0.4889065623283386,77.0,154.0,0.5002270936965942,105.0,178.0,0.573990523815155,68.0,202.0,0.6902957558631897,87.0,232.0,0.6903476119041443
3,640,333,682,434,425,419,532,594,61.0,27.0,0.4965229034423828,73.0,18.0,0.5134742856025696,56.0,18.0,0.6171445250511169,102.0,24.0,0.5050551295280457,48.0,23.0,0.3517281115055084,146.0,54.0,0.3275530934333801,38.0,54.0,0.27644139528274536,179.0,84.0,0.15031865239143372,16.0,60.0,0.10491655766963959,150.0,105.0,0.15326102077960968,26.0,97.0,0.08882181346416473,117.0,135.0,0.17580680549144745,50.0,128.0,0.1459284871816635,133.0,186.0,0.11629880964756012,26.0,166.0,0.0937841460108757,114.0,209.0,0.14697766304016113,80.0,204.0,0.10277331620454788,93.0,31.0,0.40872660279273987,91.0,26.0,0.2523246705532074,91.0,31.0,0.5379577875137329,55.0,23.0,0.5810555219650269,87.0,31.0,0.7164562940597534,32.0,52.0,0.7247341871261597,111.0,59.0,0.6847944855690002,12.0,88.0,0.6051211953163147,148.0,88.0,0.7631800770759583,9.0,99.0,0.29144933819770813,176.0,72.0,0.7322815656661987,42.0,124.0,0.502271831035614,85.0,121.0,0.5089272856712341,75.0,153.0,0.5280752182006836,104.0,176.0,0.5874375104904175,63.0,201.0,0.6727527379989624,84.0,232.0,0.7024828195571899
4,639,332,682,436,416,418,533,594,64.0,30.0,0.46882665157318115,75.0,22.0,0.5296726822853088,57.0,22.0,0.5943402647972107,102.0,26.0,0.4976760745048523,48.0,27.0,0.3768097162246704,142.0,54.0,0.3397943377494812,40.0,54.0,0.3117949366569519,181.0,87.0,0.14855021238327026,16.0,60.0,0.0972047746181488,164.0,103.0,0.1847137063741684,30.0,97.0,0.08570300042629242,113.0,131.0,0.1878955215215683,52.0,128.0,0.19482359290122986,129.0,175.0,0.13727408647537231,22.0,162.0,0.15629667043685913,122.0,209.0,0.31094884872436523,72.0,200.0,0.20937703549861908,101.0,31.0,0.5151792764663696,99.0,26.0,0.29208818078041077,100.0,30.0,0.5609176158905029,67.0,25.0,0.6388527750968933,95.0,31.0,0.7415254712104797,44.0,52.0,0.7395526170730591,115.0,59.0,0.7151620388031006,25.0,84.0,0.6257572770118713,151.0,89.0,0.7924984097480774,13.0,100.0,0.7167436480522156,179.0,75.0,0.7622185349464417,51.0,123.0,0.5127471685409546,89.0,121.0,0.5373665690422058,79.0,153.0,0.5439298748970032,111.0,177.0,0.6586996912956238,68.0,200.0,0.7105515599250793,87.0,231.0,0.7214130163192749
5,637,333,684,441,409,420,534,595,61.0,27.0,0.6061513423919678,71.0,18.0,0.6188942790031433,56.0,20.0,0.6906428337097168,96.0,22.0,0.6020066738128662,48.0,23.0,0.39827078580856323,137.0,50.0,0.4560781419277191,48.0,50.0,0.41766875982284546,169.0,75.0,0.257289320230484,17.0,54.0,0.32224199175834656,165.0,92.0,0.3780338168144226,50.0,74.0,0.09645219892263412,112.0,118.0,0.29489457607269287,51.0,119.0,0.2580417990684509,117.0,158.0,0.25402170419692993,23.0,151.0,0.1977817863225937,121.0,205.0,0.4352475106716156,65.0,189.0,0.26658013463020325,105.0,31.0,0.5539443492889404,107.0,26.0,0.3471876084804535,107.0,27.0,0.5979159474372864,73.0,25.0,0.6920222640037537,102.0,30.0,0.7902253866195679,52.0,50.0,0.7459442615509033,119.0,58.0,0.7149534225463867,32.0,84.0,0.6973413825035095,154.0,88.0,0.8013985753059387,16.0,102.0,0.6960490345954895,178.0,76.0,0.7675207257270813,56.0,121.0,0.5335057973861694,91.0,120.0,0.5441718697547913,81.0,153.0,0.5383855104446411,115.0,177.0,0.663474977016449,68.0,196.0,0.72990483045578,83.0,224.0,0.7472801208496094
6,635,333,686,437,403,423,534,600,61.0,29.0,0.6749930381774902,69.0,22.0,0.7204940319061279,56.0,20.0,0.7689854502677917,94.0,25.0,0.6933217644691467,48.0,27.0,0.5366599559783936,131.0,53.0,0.5212490558624268,44.0,50.0,0.4652128517627716,159.0,77.0,0.40289297699928284,23.0,57.0,0.3291146755218506,167.0,100.0,0.4655202329158783,50.0,79.0,0.1843012124300003,108.0,122.0,0.3834509253501892,49.0,121.0,0.3442223370075226,109.0,163.0,0.3905177116394043,22.0,156.0,0.3319549858570099,121.0,213.0,0.5605308413505554,49.0,193.0,0.3902553617954254,110.0,28.0,0.5138059854507446,110.0,22.0,0.3063390851020813,109.0,25.0,0.564354419708252,79.0,25.0,0.7056896090507507,106.0,28.0,0.8007037043571472,56.0,50.0,0.773232102394104,122.0,56.0,0.7109658718109131,39.0,83.0,0.744723379611969,156.0,87.0,0.8021716475486755,17.0,100.0,0.7189186811447144,178.0,74.0,0.7726427316665649,63.0,117.0,0.5488672852516174,97.0,117.0,0.5248117446899414,83.0,150.0,0.5612992644309998,115.0,175.0,0.6732761263847351,72.0,191.0,0.7428945302963257,79.0,219.0,0.7653165459632874
7,630,333,688,431,398,425,532,602,66.0,31.0,0.7078848481178284,75.0,24.0,0.7399866580963135,62.0,24.0,0.8068606853485107,95.0,27.0,0.7358911633491516,56.0,29.0,0.5965785980224609,129.0,57.0,0.6111970543861389,47.0,54.0,0.5837314128875732,153.0,85.0,0.5739777088165283,42.0,78.0,0.28600776195526123,171.0,112.0,0.5669952630996704,66.0,88.0,0.21808934211730957,108.0,126.0,0.49098363518714905,57.0,125.0,0.47541412711143494,104.0,171.0,0.51209557056427,29.0,168.0,0.49977999925613403,122.0,225.0,0.5983405709266663,41.0,208.0,0.5501001477241516,117.0,27.0,0.4382598400115967,80.0,24.0,0.2801709771156311,115.0,25.0,0.5246796607971191,83.0,27.0,0.717033326625824,112.0,29.0,0.807120144367218,60.0,52.0,0.7545849680900574,127.0,58.0,0.7096322774887085,43.0,87.0,0.7905457019805908,161.0,87.0,0.789393961429596,16.0,104.0,0.7077221274375916,179.0,75.0,0.7879774570465088,70.0,121.0,0.5458465814590454,105.0,121.0,0.5366912484169006,85.0,150.0,0.5567434430122375,111.0,179.0,0.6609046459197998,76.0,188.0,0.6978945136070251,79.0,224.0,0.7389390468597412
8,625,334,689,431,393,428,529,600,71.0,29.0,0.7390977144241333,79.0,22.0,0.7830468416213989,67.0,22.0,0.8348968625068665,96.0,26.0,0.7805067300796509,60.0,27.0,0.6695321202278137,128.0,55.0,0.6623865365982056,51.0,54.0,0.6613712906837463,151.0,85.0,0.6497671604156494,52.0,80.0,0.4151543378829956,169.0,109.0,0.6318652033805847,71.0,91.0,0.3144257962703705,110.0,126.0,0.5348958373069763,63.0,125.0,0.5304900407791138,106.0,172.0,0.6034600734710693,36.0,168.0,0.5611584782600403,125.0,225.0,0.6277182698249817,41.0,208.0,0.6191961765289307,121.0,27.0,0.43024852871894836,84.0,20.0,0.3135805130004883,119.0,25.0,0.5106371641159058,89.0,29.0,0.7189091444015503,117.0,29.0,0.8255352973937988,68.0,56.0,0.7613087296485901,133.0,60.0,0.7086889147758484,49.0,89.0,0.8222022652626038,166.0,86.0,0.7581473588943481,19.0,107.0,0.7280298471450806,182.0,76.0,0.7897064089775085,77.0,125.0,0.5781977772712708,109.0,125.0,0.5647669434547424,93.0,153.0,0.5346199870109558,108.0,186.0,0.6893993020057678,80.0,192.0,0.7043233513832092,79.0,233.0,0.7053107023239136
9,618,335,688,430,392,430,527,600,81.0,29.0,0.7690097689628601,87.0,22.0,0.8126161694526672,75.0,22.0,0.8467476963996887,103.0,25.0,0.8166110515594482,71.0,27.0,0.6892682313919067,132.0,54.0,0.7218180894851685,60.0,54.0,0.6883708834648132,155.0,87.0,0.6969078779220581,60.0,83.0,0.46763673424720764,175.0,111.0,0.6241906881332397,75.0,91.0,0.3767331838607788,116.0,126.0,0.5750280022621155,72.0,125.0,0.5609970092773438,112.0,173.0,0.6377744078636169,48.0,168.0,0.5993749499320984,133.0,225.0,0.6454432606697083,45.0,209.0,0.6519527435302734,120.0,31.0,0.28718888759613037,88.0,24.0,0.2952474057674408,120.0,26.0,0.4249776601791382,91.0,27.0,0.7239554524421692,118.0,30.0,0.807719886302948,70.0,56.0,0.7609539031982422,138.0,60.0,0.7497463226318359,52.0,90.0,0.8425633907318115,169.0,84.0,0.7170382738113403,20.0,107.0,0.7551464438438416,180.0,76.0,0.7764735817909241,79.0,127.0,0.5604000687599182,111.0,127.0,0.5649058818817139,95.0,151.0,0.5480638742446899,111.0,185.0,0.7244335412979126,80.0,192.0,0.7347120046615601,80.0,232.0,0.7082278728485107
