frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,725,275,769,382,608,334,705,508,79.0,35.0,0.48698773980140686,90.0,26.0,0.4994525909423828,71.0,26.0,0.5564460158348083,110.0,28.0,0.5734131932258606,56.0,29.0,0.5650402903556824,129.0,60.0,0.4615514278411865,39.0,61.0,0.4248202443122864,171.0,84.0,0.2713654339313507,21.0,91.0,0.2477828413248062,84.0,90.0,0.0899403914809227,39.0,109.0,0.18898038566112518,122.0,128.0,0.23994199931621552,72.0,129.0,0.2549702525138855,96.0,167.0,0.37488290667533875,48.0,138.0,0.32730117440223694,126.0,229.0,0.495425820350647,87.0,208.0,0.5123752951622009,45.0,26.0,0.3254376947879791,49.0,26.0,0.46334218978881836,51.0,27.0,0.2699757218360901,53.0,25.0,0.6260835528373718,87.0,25.0,0.7512545585632324,35.0,49.0,0.5985219478607178,108.0,49.0,0.6726230382919312,16.0,52.0,0.5320229530334473,148.0,60.0,0.46776890754699707,36.0,40.0,0.2868342101573944,179.0,69.0,0.42271101474761963,47.0,121.0,0.44105419516563416,97.0,125.0,0.4707180857658386,28.0,172.0,0.6886705756187439,88.0,172.0,0.6830717325210571,31.0,217.0,0.747340977191925,80.0,220.0,0.7169598340988159
1,726,276,769,382,608,334,701,508,74.0,32.0,0.44394537806510925,83.0,22.0,0.4513906240463257,67.0,24.0,0.515794575214386,106.0,26.0,0.5218464732170105,52.0,28.0,0.537079393863678,126.0,58.0,0.45575591921806335,36.0,59.0,0.4022930860519409,171.0,81.0,0.3301452696323395,21.0,91.0,0.22781087458133698,85.0,83.0,0.10534648597240448,37.0,111.0,0.15457281470298767,120.0,130.0,0.2329862117767334,72.0,129.0,0.24527692794799805,94.0,167.0,0.37728333473205566,45.0,141.0,0.30453431606292725,125.0,229.0,0.4909938871860504,84.0,208.0,0.5039542317390442,51.0,24.0,0.33477434515953064,51.0,24.0,0.5094661712646484,51.0,26.0,0.31788843870162964,53.0,27.0,0.6054484844207764,91.0,27.0,0.7502169609069824,37.0,50.0,0.609812319278717,115.0,50.0,0.6705660223960876,16.0,52.0,0.6116166114807129,152.0,63.0,0.5495811700820923,38.0,36.0,0.47048839926719666,179.0,73.0,0.5840739607810974,49.0,122.0,0.43405693769454956,101.0,125.0,0.4773319661617279,30.0,172.0,0.6788306832313538,91.0,172.0,0.686570942401886,33.0,217.0,0.7431957721710205,84.0,220.0,0.7185981273651123
2,726,276,769,382,608,334,699,508,73.0,33.0,0.46371379494667053,83.0,24.0,0.4708452820777893,65.0,24.0,0.5193459391593933,104.0,28.0,0.52072674036026,52.0,29.0,0.5501688718795776,126.0,58.0,0.4655247926712036,35.0,61.0,0.4008257985115051,171.0,81.0,0.3065235912799835,21.0,91.0,0.22666145861148834,79.0,90.0,0.12767276167869568,37.0,107.0,0.1939426213502884,124.0,130.0,0.22871501743793488,72.0,129.0,0.2480815201997757,96.0,167.0,0.4621659815311432,45.0,145.0,0.34910809993743896,126.0,228.0,0.4899010956287384,85.0,208.0,0.5113304853439331,51.0,24.0,0.3339482545852661,51.0,24.0,0.49238282442092896,51.0,26.0,0.31159788370132446,53.0,27.0,0.6050595641136169,94.0,28.0,0.7374898195266724,39.0,50.0,0.5989065170288086,117.0,51.0,0.6750518679618835,12.0,52.0,0.6712896227836609,152.0,64.0,0.5056756734848022,40.0,32.0,0.530296802520752,177.0,74.0,0.6283122301101685,53.0,122.0,0.43527793884277344,103.0,125.0,0.4772053360939026,31.0,173.0,0.6853994131088257,93.0,172.0,0.6739969849586487,36.0,218.0,0.7594957947731018,85.0,220.0,0.7045375108718872
3,725,277,769,382,608,332,700,509,77.0,33.0,0.4911123514175415,86.0,24.0,0.4734574854373932,68.0,24.0,0.5521346926689148,108.0,28.0,0.5328472256660461,55.0,29.0,0.5819925665855408,129.0,57.0,0.4701409935951233,38.0,58.0,0.39311543107032776,172.0,82.0,0.2845494747161865,18.0,91.0,0.2011347860097885,74.0,103.0,0.09672389924526215,39.0,105.0,0.24868479371070862,127.0,128.0,0.22055499255657196,76.0,132.0,0.23787176609039307,98.0,167.0,0.5327229499816895,49.0,149.0,0.31953972578048706,133.0,225.0,0.47474992275238037,91.0,208.0,0.49959561228752136,49.0,26.0,0.35388925671577454,49.0,26.0,0.4946044087409973,47.0,26.0,0.3549388647079468,52.0,28.0,0.6030961871147156,92.0,28.0,0.7059550881385803,37.0,54.0,0.6027907729148865,116.0,54.0,0.6595564484596252,12.0,56.0,0.6696292161941528,150.0,68.0,0.5645098090171814,38.0,36.0,0.5359219908714294,171.0,79.0,0.6545122861862183,53.0,125.0,0.4413436949253082,103.0,129.0,0.4861513078212738,31.0,173.0,0.6881039142608643,92.0,172.0,0.6903425455093384,37.0,219.0,0.7267487645149231,85.0,219.0,0.70395827293396
4,725,278,770,382,607,335,698,509,73.0,34.0,0.5811377763748169,83.0,26.0,0.5830645561218262,65.0,26.0,0.646589994430542,105.0,29.0,0.6202207803726196,52.0,31.0,0.6316580772399902,126.0,58.0,0.4651814103126526,35.0,61.0,0.4579051733016968,167.0,84.0,0.2225990742444992,16.0,92.0,0.1956586092710495,63.0,106.0,0.11817360669374466,34.0,108.0,0.33177462220191956,125.0,128.0,0.21956072747707367,72.0,132.0,0.26829224824905396,98.0,167.0,0.5651339888572693,45.0,157.0,0.3407611548900604,137.0,225.0,0.48502108454704285,91.0,208.0,0.4504629373550415,51.0,22.0,0.3422238230705261,53.0,22.0,0.4943840801715851,51.0,22.0,0.36025553941726685,53.0,25.0,0.5959345698356628,95.0,27.0,0.7454472780227661,41.0,50.0,0.5998673439025879,119.0,51.0,0.6656091213226318,12.0,52.0,0.7093085050582886,152.0,67.0,0.5828477740287781,40.0,32.0,0.618920624256134,173.0,77.0,0.6567436456680298,55.0,125.0,0.4319336712360382,107.0,125.0,0.5031816959381104,32.0,172.0,0.6857225298881531,95.0,171.0,0.6922855377197266,42.0,220.0,0.7522010803222656,87.0,219.0,0.7111760973930359
5,725,280,769,381,606,335,697,509,75.0,35.0,0.52900630235672,85.0,26.0,0.5311060547828674,67.0,26.0,0.6030517816543579,108.0,30.0,0.5790039300918579,55.0,31.0,0.5953100919723511,129.0,61.0,0.45191285014152527,36.0,62.0,0.42255595326423645,173.0,88.0,0.25071167945861816,14.0,88.0,0.1888379603624344,112.0,100.0,0.15753133594989777,30.0,111.0,0.3460219204425812,125.0,128.0,0.23816964030265808,72.0,132.0,0.308618426322937,102.0,167.0,0.5394763946533203,45.0,161.0,0.35549116134643555,153.0,225.0,0.45098868012428284,97.0,212.0,0.4052550494670868,51.0,24.0,0.3238438069820404,53.0,22.0,0.5022377967834473,51.0,23.0,0.3736932873725891,57.0,27.0,0.5915282964706421,95.0,27.0,0.7156044244766235,43.0,50.0,0.5954919457435608,121.0,51.0,0.6494604349136353,12.0,54.0,0.6282052993774414,154.0,68.0,0.6162402033805847,40.0,32.0,0.5691595673561096,173.0,81.0,0.6661766171455383,57.0,125.0,0.4207327961921692,111.0,125.0,0.4906095564365387,36.0,172.0,0.6734567284584045,96.0,171.0,0.6735214591026306,47.0,223.0,0.7518169283866882,91.0,219.0,0.7159808874130249
6,724,281,769,381,605,336,695,509,81.0,37.0,0.5857468843460083,89.0,28.0,0.5972253680229187,71.0,28.0,0.6710456013679504,110.0,32.0,0.6158555150032043,59.0,33.0,0.6473957896232605,134.0,62.0,0.4649519920349121,39.0,65.0,0.4642551839351654,175.0,90.0,0.24281123280525208,17.0,94.0,0.34430640935897827,124.0,104.0,0.16573314368724823,27.0,119.0,0.4255283772945404,126.0,132.0,0.2168981432914734,72.0,136.0,0.2699083089828491,114.0,167.0,0.5043151378631592,46.0,161.0,0.296658992767334,162.0,225.0,0.46056726574897766,103.0,212.0,0.4535881280899048,55.0,24.0,0.35250091552734375,53.0,22.0,0.4635784924030304,51.0,26.0,0.3492564558982849,57.0,27.0,0.5971425771713257,97.0,25.0,0.7155362367630005,45.0,50.0,0.5685818791389465,123.0,51.0,0.6580455899238586,12.0,56.0,0.6022090315818787,155.0,68.0,0.5926470756530762,44.0,32.0,0.5662117004394531,171.0,81.0,0.6617172956466675,61.0,125.0,0.4383671283721924,115.0,125.0,0.5066024661064148,40.0,172.0,0.6631166338920593,101.0,170.0,0.664931058883667,52.0,224.0,0.7464895248413086,95.0,217.0,0.7024767398834229
7,721,283,772,381,604,337,694,509,85.0,35.0,0.6854519248008728,93.0,28.0,0.6681703925132751,78.0,28.0,0.7589682936668396,112.0,31.0,0.6633360385894775,67.0,31.0,0.7126297950744629,137.0,61.0,0.5222954154014587,49.0,64.0,0.49386194348335266,173.0,88.0,0.3756852149963379,33.0,96.0,0.4677332639694214,135.0,105.0,0.3986731469631195,42.0,119.0,0.49254533648490906,129.0,128.0,0.27899545431137085,79.0,135.0,0.32122188806533813,122.0,167.0,0.536907970905304,57.0,169.0,0.34029051661491394,162.0,227.0,0.4969109892845154,101.0,212.0,0.49587512016296387,53.0,22.0,0.370240718126297,53.0,22.0,0.5087862014770508,51.0,22.0,0.37073081731796265,57.0,25.0,0.5820291042327881,96.0,24.0,0.6464064717292786,45.0,50.0,0.5425224900245667,123.0,51.0,0.6252962350845337,13.0,57.0,0.5162331461906433,155.0,68.0,0.547926664352417,40.0,34.0,0.3894380033016205,169.0,81.0,0.6401204466819763,67.0,121.0,0.43239498138427734,119.0,125.0,0.4974583685398102,43.0,171.0,0.6520293951034546,103.0,168.0,0.6647403240203857,56.0,228.0,0.7200483083724976,97.0,217.0,0.6828421354293823
8,726,283,775,385,603,338,690,510,77.0,35.0,0.6297271251678467,85.0,28.0,0.6351555585861206,70.0,28.0,0.7100328207015991,104.0,32.0,0.6540393233299255,57.0,31.0,0.6644232273101807,128.0,59.0,0.5244234800338745,39.0,62.0,0.4956137239933014,173.0,86.0,0.3482019901275635,19.0,93.0,0.39627692103385925,127.0,105.0,0.362309992313385,26.0,120.0,0.47722965478897095,121.0,128.0,0.3116607367992401,68.0,132.0,0.333682119846344,113.0,162.0,0.5371124148368835,41.0,161.0,0.3869086503982544,156.0,219.0,0.5661141872406006,85.0,201.0,0.5396120548248291,50.0,33.0,0.32971078157424927,54.0,22.0,0.4783341586589813,55.0,23.0,0.3357967436313629,61.0,27.0,0.5667686462402344,101.0,24.0,0.6493335962295532,49.0,50.0,0.5245552659034729,131.0,51.0,0.618826150894165,12.0,56.0,0.5545819997787476,159.0,68.0,0.49071040749549866,40.0,38.0,0.41041895747184753,173.0,81.0,0.5499140024185181,73.0,121.0,0.4193994402885437,127.0,125.0,0.48122742772102356,51.0,172.0,0.623771607875824,109.0,167.0,0.6421530246734619,60.0,228.0,0.7009890675544739,103.0,216.0,0.713301956653595
9,726,283,779,386,602,341,689,512,77.0,35.0,0.6816742420196533,85.0,28.0,0.6852031946182251,70.0,28.0,0.7538209557533264,102.0,32.0,0.6938016414642334,59.0,33.0,0.711723268032074,126.0,59.0,0.568636417388916,40.0,62.0,0.5040314197540283,179.0,89.0,0.501985490322113,23.0,95.0,0.42801523208618164,142.0,105.0,0.5697712302207947,22.0,120.0,0.5021851658821106,113.0,130.0,0.4073057472705841,68.0,133.0,0.3903169631958008,111.0,164.0,0.5165230631828308,35.0,159.0,0.45775288343429565,148.0,223.0,0.5894185304641724,76.0,198.0,0.596437931060791,53.0,22.0,0.3619121015071869,57.0,22.0,0.474568247795105,55.0,22.0,0.3394711911678314,62.0,22.0,0.552718460559845,101.0,21.0,0.6025382280349731,49.0,46.0,0.5187567472457886,131.0,49.0,0.5996525883674622,13.0,57.0,0.45082715153694153,164.0,72.0,0.4466361403465271,40.0,36.0,0.3434760868549347,169.0,75.0,0.4089718759059906,77.0,119.0,0.40798860788345337,131.0,121.0,0.4829559922218323,54.0,169.0,0.629233717918396,112.0,164.0,0.6442867517471313,64.0,226.0,0.6906375885009766,105.0,213.0,0.6724908351898193
