frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,525,364,599,448,471,381,558,529,61.0,25.0,0.4049984812736511,63.0,16.0,0.4761437773704529,54.0,18.0,0.5024515390396118,75.0,21.0,0.5869058966636658,44.0,25.0,0.5902990698814392,103.0,53.0,0.6188983917236328,35.0,61.0,0.5448327660560608,135.0,88.0,0.5316618084907532,3.0,70.0,0.31040310859680176,167.0,115.0,0.6009227633476257,5.0,70.0,0.08499674499034882,102.0,151.0,0.3369424045085907,57.0,147.0,0.3391915261745453,126.0,209.0,0.19811993837356567,20.0,199.0,0.11897554993629456,141.0,223.0,0.26618245244026184,38.0,255.0,0.08198503404855728,65.0,30.0,0.4182518422603607,69.0,26.0,0.5042940974235535,68.0,25.0,0.23762689530849457,73.0,28.0,0.6323529481887817,103.0,27.0,0.5551764965057373,63.0,64.0,0.62621009349823,127.0,53.0,0.5673021078109741,51.0,105.0,0.6729808449745178,138.0,88.0,0.25585639476776123,23.0,137.0,0.7547727823257446,108.0,108.0,0.10255111753940582,109.0,129.0,0.448481023311615,153.0,121.0,0.46040064096450806,78.0,178.0,0.7192111015319824,109.0,157.0,0.41281312704086304,152.0,223.0,0.5405465364456177,139.0,193.0,0.5996694564819336
1,521,365,593,446,469,385,549,531,61.0,25.0,0.49181345105171204,67.0,16.0,0.6386727094650269,56.0,16.0,0.6395539045333862,81.0,21.0,0.6407922506332397,48.0,25.0,0.647567629814148,107.0,51.0,0.6382678151130676,39.0,63.0,0.5569509863853455,140.0,86.0,0.5272006988525391,4.0,74.0,0.32466018199920654,171.0,115.0,0.6170397400856018,0.0,74.0,0.07072387635707855,111.0,151.0,0.34589168429374695,65.0,151.0,0.34659141302108765,134.0,216.0,0.22570407390594482,30.0,204.0,0.1576654464006424,147.0,231.0,0.3559878170490265,16.0,247.0,0.11240671575069427,69.0,27.0,0.440993994474411,73.0,22.0,0.49813970923423767,71.0,22.0,0.2554030120372772,78.0,26.0,0.6340011954307556,115.0,23.0,0.47320958971977234,69.0,64.0,0.608292818069458,135.0,49.0,0.49150440096855164,59.0,107.0,0.6956570148468018,150.0,88.0,0.1856669783592224,27.0,137.0,0.7244163155555725,134.0,109.0,0.09399330615997314,125.0,127.0,0.3898271322250366,173.0,119.0,0.418577641248703,86.0,174.0,0.6870612502098083,122.0,156.0,0.37705522775650024,147.0,225.0,0.5251457095146179,155.0,192.0,0.5742821097373962
2,514,365,590,447,468,387,550,531,65.0,28.0,0.7253227233886719,73.0,18.0,0.7722260355949402,60.0,20.0,0.7871093153953552,91.0,23.0,0.7272207140922546,56.0,27.0,0.6851345300674438,114.0,50.0,0.6315358877182007,53.0,63.0,0.569851279258728,141.0,84.0,0.5016085505485535,27.0,77.0,0.35847708582878113,169.0,112.0,0.5921124219894409,0.0,79.0,0.3335545063018799,123.0,147.0,0.30222100019454956,79.0,147.0,0.3414870798587799,142.0,213.0,0.19587743282318115,57.0,184.0,0.17311418056488037,151.0,225.0,0.37925437092781067,148.0,225.0,0.09980891644954681,65.0,26.0,0.3140646815299988,67.0,24.0,0.4124220311641693,68.0,23.0,0.19171464443206787,73.0,29.0,0.624153733253479,108.0,26.0,0.49531739950180054,68.0,68.0,0.6162089109420776,127.0,53.0,0.5010496973991394,57.0,111.0,0.7148674726486206,140.0,88.0,0.17850637435913086,25.0,145.0,0.7197070121765137,128.0,103.0,0.086646668612957,133.0,124.0,0.3934662938117981,173.0,117.0,0.4449859857559204,88.0,174.0,0.6949783563613892,121.0,155.0,0.24145132303237915,138.0,228.0,0.5903706550598145,143.0,191.0,0.5666885375976562
3,506,365,586,447,467,390,550,531,78.0,30.0,0.7434394359588623,85.0,20.0,0.7567722201347351,72.0,22.0,0.7776134610176086,102.0,24.0,0.7720887064933777,68.0,29.0,0.6947917342185974,125.0,52.0,0.6539633274078369,65.0,65.0,0.6149113774299622,149.0,82.0,0.534865140914917,41.0,83.0,0.5170428156852722,173.0,113.0,0.6210429072380066,13.0,87.0,0.4626791179180145,131.0,143.0,0.3928960859775543,89.0,147.0,0.43958181142807007,150.0,209.0,0.27558112144470215,69.0,184.0,0.29265111684799194,158.0,225.0,0.38172024488449097,36.0,227.0,0.0850972905755043,63.0,36.0,0.32625818252563477,65.0,30.0,0.39679619669914246,64.0,27.0,0.17939136922359467,69.0,32.0,0.6332911849021912,104.0,28.0,0.4997531771659851,68.0,70.0,0.6181567311286926,123.0,54.0,0.4791683554649353,56.0,114.0,0.6527979969978333,165.0,61.0,0.16895420849323273,24.0,148.0,0.6998898983001709,124.0,110.0,0.06758495420217514,133.0,127.0,0.3778935968875885,173.0,121.0,0.43093952536582947,90.0,178.0,0.6946508288383484,108.0,152.0,0.22370921075344086,140.0,231.0,0.6005651950836182,135.0,191.0,0.5091872811317444
4,508,366,585,446,467,393,551,531,73.0,29.0,0.7907388806343079,79.0,20.0,0.8079039454460144,67.0,22.0,0.8633299469947815,99.0,23.0,0.7608309984207153,61.0,29.0,0.680291473865509,122.0,50.0,0.6392342448234558,59.0,65.0,0.6257688999176025,147.0,80.0,0.4900854527950287,39.0,87.0,0.5425024032592773,173.0,112.0,0.4919351041316986,9.0,97.0,0.5287724733352661,129.0,143.0,0.41832980513572693,83.0,145.0,0.4755440056324005,151.0,202.0,0.305195689201355,64.0,183.0,0.3555879592895508,153.0,225.0,0.3564828634262085,40.0,231.0,0.08847672492265701,61.0,32.0,0.3186309039592743,61.0,26.0,0.4145802855491638,62.0,23.0,0.18214218318462372,66.0,30.0,0.6376959681510925,100.0,28.0,0.5177124738693237,67.0,68.0,0.6461980938911438,118.0,54.0,0.4753037691116333,55.0,114.0,0.6309515237808228,124.0,95.0,0.1756662130355835,27.0,149.0,0.7130030989646912,94.0,134.0,0.11357355862855911,133.0,124.0,0.3814295828342438,173.0,119.0,0.4015761613845825,85.0,177.0,0.6796298623085022,110.0,164.0,0.208213672041893,137.0,229.0,0.5780268311500549,125.0,193.0,0.38487598299980164
5,513,366,583,447,469,394,550,532,64.0,30.0,0.7911132574081421,73.0,21.0,0.8059776425361633,59.0,22.0,0.8600448966026306,91.0,25.0,0.7639061808586121,51.0,29.0,0.7198666334152222,118.0,50.0,0.6372770071029663,49.0,63.0,0.6020615100860596,145.0,77.0,0.4958997666835785,27.0,93.0,0.4497235119342804,167.0,105.0,0.4730554521083832,7.0,103.0,0.37723681330680847,126.0,138.0,0.4112688899040222,75.0,143.0,0.44919055700302124,154.0,197.0,0.31372392177581787,53.0,182.0,0.34362271428108215,156.0,223.0,0.4153416156768799,32.0,235.0,0.1200215220451355,60.0,36.0,0.3281945288181305,61.0,30.0,0.4596070349216461,61.0,30.0,0.22738558053970337,67.0,33.0,0.6574344038963318,96.0,30.0,0.5440306663513184,63.0,66.0,0.6359378695487976,119.0,53.0,0.5088730454444885,53.0,112.0,0.650538980960846,128.0,83.0,0.1581428349018097,28.0,145.0,0.7057276964187622,122.0,112.0,0.09198207408189774,129.0,124.0,0.372814804315567,171.0,119.0,0.41133350133895874,83.0,177.0,0.6872168779373169,108.0,164.0,0.24008214473724365,134.0,225.0,0.5517265796661377,125.0,191.0,0.4074177145957947
6,513,367,582,447,473,394,549,531,65.0,29.0,0.7760313749313354,73.0,20.0,0.8025745153427124,59.0,20.0,0.838653564453125,92.0,22.0,0.7420326471328735,51.0,27.0,0.680185854434967,119.0,48.0,0.6092265844345093,47.0,65.0,0.5605433583259583,145.0,74.0,0.48160937428474426,27.0,95.0,0.42616161704063416,166.0,101.0,0.4766347408294678,3.0,119.0,0.396821528673172,129.0,139.0,0.424180269241333,75.0,141.0,0.46938177943229675,158.0,197.0,0.31381794810295105,53.0,180.0,0.31189438700675964,158.0,221.0,0.4298149049282074,36.0,235.0,0.12152479588985443,53.0,36.0,0.4750341475009918,57.0,30.0,0.6141135692596436,56.0,29.0,0.3688170611858368,62.0,32.0,0.642324686050415,95.0,29.0,0.5179975032806396,59.0,64.0,0.6038200259208679,115.0,50.0,0.48469817638397217,49.0,108.0,0.5900477170944214,122.0,84.0,0.13965420424938202,28.0,143.0,0.7020363211631775,120.0,108.0,0.08109528571367264,121.0,124.0,0.3595375418663025,167.0,117.0,0.3746843934059143,83.0,176.0,0.6538582444190979,100.0,148.0,0.18688859045505524,132.0,227.0,0.5859870314598083,121.0,189.0,0.4427676200866699
7,512,367,582,447,476,392,548,531,67.0,32.0,0.7738252878189087,75.0,22.0,0.7913633584976196,61.0,22.0,0.8303159475326538,94.0,24.0,0.7392807602882385,53.0,29.0,0.6485345363616943,119.0,49.0,0.6129990220069885,45.0,67.0,0.5858919620513916,145.0,74.0,0.4784735143184662,29.0,103.0,0.531895637512207,166.0,101.0,0.49825921654701233,12.0,134.0,0.4746530055999756,129.0,139.0,0.4409881830215454,75.0,143.0,0.49640318751335144,162.0,197.0,0.31967833638191223,49.0,190.0,0.2562112808227539,161.0,221.0,0.43359917402267456,35.0,239.0,0.10171163827180862,53.0,36.0,0.3484053909778595,53.0,30.0,0.4994404911994934,55.0,31.0,0.25323498249053955,59.0,30.0,0.5905793309211731,92.0,26.0,0.46322351694107056,52.0,64.0,0.5391681790351868,119.0,49.0,0.4568924903869629,47.0,104.0,0.5760586857795715,124.0,83.0,0.13560937345027924,31.0,137.0,0.6942384243011475,104.0,103.0,0.08244069665670395,115.0,123.0,0.3414926528930664,165.0,117.0,0.3535611033439636,85.0,172.0,0.5885189771652222,108.0,169.0,0.1721859574317932,130.0,224.0,0.5495212078094482,123.0,192.0,0.35867103934288025
8,514,367,583,446,480,388,545,530,64.0,34.0,0.73830246925354,73.0,24.0,0.7620981335639954,59.0,26.0,0.8117049336433411,91.0,27.0,0.6940693259239197,51.0,31.0,0.6630802750587463,116.0,50.0,0.5878909826278687,39.0,71.0,0.543964684009552,143.0,77.0,0.4292318522930145,25.0,111.0,0.3509272634983063,162.0,103.0,0.4737219214439392,11.0,135.0,0.3210449516773224,125.0,139.0,0.40534111857414246,71.0,143.0,0.45520108938217163,165.0,200.0,0.3660101890563965,45.0,188.0,0.2134867012500763,154.0,221.0,0.33079129457473755,38.0,255.0,0.07974139600992203,49.0,39.0,0.41640180349349976,53.0,34.0,0.5260046124458313,51.0,34.0,0.30121877789497375,57.0,33.0,0.5675656795501709,92.0,26.0,0.4430747330188751,45.0,64.0,0.47764623165130615,113.0,49.0,0.3720557391643524,47.0,100.0,0.5565389394760132,126.0,84.0,0.12358584254980087,31.0,136.0,0.6849822998046875,104.0,106.0,0.05613216757774353,120.0,123.0,0.2682530879974365,169.0,117.0,0.31498774886131287,85.0,165.0,0.5063557624816895,107.0,160.0,0.18651701509952545,128.0,222.0,0.5205013751983643,116.0,196.0,0.34983405470848083
9,516,368,584,446,483,384,545,529,62.0,34.0,0.6785631775856018,69.0,25.0,0.7488253116607666,56.0,26.0,0.7846896648406982,86.0,26.0,0.6326516270637512,49.0,31.0,0.6374568939208984,114.0,50.0,0.5812519192695618,36.0,70.0,0.5173282623291016,141.0,78.0,0.40245261788368225,22.0,95.0,0.2729760706424713,159.0,104.0,0.47107574343681335,17.0,125.0,0.2795282006263733,121.0,139.0,0.3830055296421051,65.0,143.0,0.39853405952453613,154.0,193.0,0.23114709556102753,53.0,176.0,0.17664679884910583,162.0,225.0,0.41479042172431946,13.0,220.0,0.06239200383424759,45.0,40.0,0.3797803223133087,45.0,34.0,0.5028780102729797,47.0,31.0,0.29963549971580505,53.0,34.0,0.5368390679359436,88.0,28.0,0.4282786548137665,48.0,62.0,0.4186675548553467,111.0,49.0,0.3916699290275574,45.0,101.0,0.5780074596405029,169.0,65.0,0.20217055082321167,32.0,134.0,0.6584677696228027,163.0,65.0,0.10809258371591568,113.0,120.0,0.23939825594425201,165.0,117.0,0.2591184973716736,81.0,165.0,0.517579197883606,103.0,160.0,0.21931865811347961,124.0,220.0,0.5147280097007751,110.0,196.0,0.348929762840271
