frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,634,299,733,409,592,380,702,589,41.0,30.0,0.7289811968803406,43.0,22.0,0.7270830869674683,36.0,26.0,0.7414183616638184,54.0,22.0,0.8112461566925049,32.0,31.0,0.6214360594749451,82.0,42.0,0.7683505415916443,36.0,60.0,0.7711732387542725,113.0,66.0,0.680021345615387,31.0,89.0,0.5562481880187988,121.0,94.0,0.5913050174713135,18.0,100.0,0.5341780185699463,103.0,105.0,0.6047754287719727,71.0,113.0,0.6362958550453186,136.0,144.0,0.6899714469909668,47.0,148.0,0.727138340473175,163.0,180.0,0.6381805539131165,40.0,182.0,0.6289883852005005,65.0,22.0,0.10965625196695328,65.0,25.0,0.2039976418018341,107.0,31.0,0.21309466660022736,69.0,25.0,0.666140079498291,106.0,28.0,0.7349845767021179,47.0,56.0,0.4455583989620209,137.0,60.0,0.47046950459480286,16.0,88.0,0.7817475199699402,161.0,95.0,0.6292998790740967,13.0,117.0,0.7510266900062561,177.0,125.0,0.7236799597740173,58.0,124.0,0.47658681869506836,103.0,125.0,0.4545436203479767,68.0,168.0,0.7227073907852173,120.0,176.0,0.6423850655555725,55.0,213.0,0.7310420274734497,87.0,227.0,0.6541922688484192
1,641,298,728,409,588,380,699,588,29.0,31.0,0.6696789860725403,33.0,24.0,0.6494113206863403,24.0,26.0,0.6798495650291443,46.0,24.0,0.7668564319610596,21.0,31.0,0.5863795876502991,76.0,42.0,0.7138353586196899,22.0,60.0,0.6874737739562988,110.0,67.0,0.6367042660713196,8.0,87.0,0.319343239068985,120.0,94.0,0.5451106429100037,54.0,90.0,0.09614456444978714,99.0,104.0,0.569567084312439,64.0,113.0,0.5977786779403687,136.0,143.0,0.6839634776115417,37.0,147.0,0.6843827366828918,162.0,180.0,0.6288845539093018,29.0,181.0,0.6162104606628418,65.0,22.0,0.10687261819839478,65.0,21.0,0.21580788493156433,106.0,28.0,0.13968122005462646,66.0,25.0,0.6612808108329773,104.0,28.0,0.7302169799804688,47.0,54.0,0.48503923416137695,130.0,58.0,0.46989601850509644,15.0,87.0,0.7978997826576233,158.0,92.0,0.6691456437110901,14.0,116.0,0.7483423352241516,175.0,125.0,0.7341359853744507,57.0,124.0,0.4723048508167267,101.0,125.0,0.4415036141872406,63.0,166.0,0.7181896567344666,115.0,175.0,0.6229696869850159,51.0,215.0,0.6829892992973328,77.0,223.0,0.6660704016685486
2,640,297,724,400,585,381,697,587,33.0,33.0,0.6420753598213196,35.0,26.0,0.6381840109825134,26.0,28.0,0.6976346373558044,48.0,25.0,0.7905973196029663,23.0,31.0,0.6059572100639343,80.0,48.0,0.7105038166046143,26.0,62.0,0.6335698366165161,113.0,73.0,0.6184442043304443,15.0,73.0,0.288499653339386,125.0,101.0,0.5227841138839722,50.0,100.0,0.12395147234201431,103.0,113.0,0.5617176294326782,64.0,121.0,0.5621247887611389,138.0,156.0,0.6834002137184143,41.0,161.0,0.6723827123641968,161.0,196.0,0.6104522347450256,33.0,197.0,0.623999834060669,61.0,22.0,0.11783311516046524,65.0,25.0,0.2262740135192871,105.0,26.0,0.12422099709510803,65.0,25.0,0.6664807200431824,102.0,26.0,0.7354990839958191,45.0,54.0,0.4631323218345642,130.0,58.0,0.4677732288837433,12.0,87.0,0.786530613899231,156.0,92.0,0.6583660244941711,13.0,116.0,0.7554915547370911,173.0,125.0,0.7266234159469604,53.0,124.0,0.4672105312347412,99.0,124.0,0.43215030431747437,57.0,165.0,0.7120214700698853,107.0,176.0,0.5961628556251526,44.0,215.0,0.612201988697052,68.0,224.0,0.669853687286377
3,639,296,718,392,581,384,693,589,33.0,37.0,0.6310412883758545,37.0,28.0,0.6575849056243896,30.0,30.0,0.7034611701965332,52.0,29.0,0.7550830841064453,27.0,35.0,0.49185964465141296,85.0,52.0,0.7068459391593933,34.0,62.0,0.6186266541481018,120.0,80.0,0.6148350238800049,21.0,77.0,0.4502323865890503,133.0,109.0,0.5480988025665283,30.0,77.0,0.15886163711547852,111.0,125.0,0.5478337407112122,69.0,133.0,0.5394458770751953,142.0,171.0,0.6646244525909424,43.0,173.0,0.6590494513511658,164.0,212.0,0.6284947991371155,36.0,216.0,0.6247811913490295,65.0,26.0,0.15951469540596008,65.0,25.0,0.3121066689491272,106.0,28.0,0.22817754745483398,66.0,23.0,0.6430199146270752,104.0,26.0,0.749168336391449,45.0,52.0,0.470317542552948,130.0,56.0,0.46094638109207153,12.0,86.0,0.7807985544204712,156.0,90.0,0.6615732312202454,14.0,113.0,0.7462319135665894,173.0,124.0,0.7300915718078613,53.0,120.0,0.4656168818473816,97.0,122.0,0.4256196916103363,55.0,162.0,0.7006845474243164,103.0,176.0,0.607501208782196,40.0,208.0,0.6552552580833435,64.0,226.0,0.6278283596038818
4,638,296,714,392,577,387,686,590,37.0,35.0,0.5838378071784973,41.0,26.0,0.5851797461509705,32.0,28.0,0.6722582578659058,54.0,28.0,0.687416136264801,29.0,32.0,0.44326865673065186,89.0,51.0,0.6877357363700867,36.0,60.0,0.4810447096824646,126.0,78.0,0.6081594228744507,25.0,71.0,0.4171816408634186,140.0,107.0,0.5622011423110962,58.0,60.0,0.21832849085330963,113.0,124.0,0.5413339734077454,73.0,131.0,0.5144281387329102,146.0,171.0,0.6421815156936646,45.0,173.0,0.642697274684906,165.0,209.0,0.613345742225647,39.0,213.0,0.6200721263885498,65.0,22.0,0.13258595764636993,69.0,25.0,0.28000572323799133,106.0,28.0,0.16045215725898743,69.0,25.0,0.6848005652427673,107.0,27.0,0.7604268789291382,41.0,52.0,0.5064765810966492,135.0,57.0,0.46721431612968445,14.0,86.0,0.7900181412696838,160.0,91.0,0.6568478345870972,14.0,109.0,0.7566817998886108,175.0,123.0,0.7388997077941895,53.0,120.0,0.45556217432022095,97.0,122.0,0.41477519273757935,52.0,158.0,0.6822262406349182,97.0,180.0,0.6078507900238037,35.0,203.0,0.7147650122642517,63.0,231.0,0.6712556481361389
5,639,296,709,391,574,392,681,592,41.0,35.0,0.49751824140548706,45.0,26.0,0.507011353969574,34.0,28.0,0.5818566679954529,61.0,27.0,0.6646890044212341,31.0,31.0,0.4746815264225006,93.0,51.0,0.6387059688568115,34.0,62.0,0.5372486710548401,133.0,78.0,0.5989879965782166,21.0,70.0,0.3630220592021942,151.0,107.0,0.5708256363868713,71.0,63.0,0.22658762335777283,119.0,124.0,0.527381181716919,75.0,131.0,0.49468424916267395,148.0,171.0,0.6379592418670654,44.0,174.0,0.6343165040016174,167.0,211.0,0.5919538140296936,40.0,216.0,0.6000306606292725,65.0,22.0,0.14596664905548096,69.0,25.0,0.31182631850242615,111.0,23.0,0.29230812191963196,69.0,25.0,0.7143405675888062,107.0,27.0,0.7934379577636719,40.0,52.0,0.53119957447052,136.0,56.0,0.48361337184906006,14.0,84.0,0.7890394330024719,160.0,91.0,0.6650447845458984,14.0,107.0,0.738681435585022,176.0,120.0,0.7413511872291565,53.0,120.0,0.43928736448287964,97.0,121.0,0.42231273651123047,46.0,154.0,0.6697191596031189,94.0,180.0,0.6096078157424927,28.0,196.0,0.7012345194816589,63.0,231.0,0.6824065446853638
6,639,295,707,392,569,396,676,592,45.0,35.0,0.5471037030220032,49.0,26.0,0.5328571200370789,38.0,28.0,0.5965163111686707,63.0,29.0,0.6857621073722839,35.0,32.0,0.4795498251914978,94.0,50.0,0.6271544694900513,34.0,64.0,0.5212751626968384,136.0,78.0,0.6022664904594421,21.0,70.0,0.24252596497535706,156.0,107.0,0.5677393078804016,76.0,65.0,0.16528934240341187,121.0,124.0,0.5171973705291748,76.0,129.0,0.49534091353416443,146.0,171.0,0.640408456325531,43.0,172.0,0.6562060713768005,164.0,211.0,0.5845858454704285,41.0,214.0,0.5972421169281006,69.0,26.0,0.14601214230060577,69.0,25.0,0.27402231097221375,109.0,26.0,0.1451544463634491,71.0,25.0,0.6770343780517578,108.0,26.0,0.7688396573066711,40.0,52.0,0.5461194515228271,139.0,59.0,0.5032477974891663,16.0,86.0,0.7847175598144531,160.0,92.0,0.6310847401618958,15.0,106.0,0.7379541397094727,175.0,120.0,0.7435261607170105,55.0,120.0,0.4404163956642151,101.0,125.0,0.44430458545684814,43.0,151.0,0.6490897536277771,103.0,181.0,0.6211552619934082,27.0,191.0,0.7049228549003601,72.0,232.0,0.6647019386291504
7,639,295,706,393,566,398,673,590,49.0,33.0,0.525931715965271,53.0,24.0,0.5480256676673889,42.0,26.0,0.5782427787780762,66.0,26.0,0.7182436585426331,37.0,31.0,0.5447289943695068,100.0,50.0,0.6306782364845276,34.0,62.0,0.5663763284683228,137.0,77.0,0.5938169956207275,28.0,73.0,0.2525935471057892,159.0,105.0,0.5719537734985352,94.0,62.0,0.18237178027629852,123.0,124.0,0.5227515697479248,77.0,127.0,0.5093201398849487,147.0,172.0,0.6508663892745972,41.0,169.0,0.6811544895172119,164.0,211.0,0.5907894372940063,41.0,212.0,0.6174767017364502,65.0,26.0,0.12249116599559784,65.0,25.0,0.2298656553030014,107.0,27.0,0.20520170032978058,69.0,25.0,0.6758779883384705,104.0,28.0,0.771377444267273,42.0,54.0,0.5326857566833496,131.0,61.0,0.546631932258606,14.0,88.0,0.7718319296836853,159.0,96.0,0.6048303246498108,13.0,104.0,0.7398996949195862,175.0,114.0,0.6915444135665894,53.0,120.0,0.4286106824874878,101.0,125.0,0.44186079502105713,39.0,155.0,0.6851474046707153,114.0,182.0,0.6778448224067688,24.0,192.0,0.7277886867523193,83.0,227.0,0.6754024624824524
8,637,295,706,394,561,398,674,588,53.0,33.0,0.5272183418273926,57.0,24.0,0.5436362624168396,47.0,26.0,0.5837944149971008,71.0,27.0,0.7427464127540588,43.0,31.0,0.5642433762550354,104.0,50.0,0.6633870601654053,38.0,62.0,0.6351673603057861,141.0,77.0,0.5857877731323242,36.0,73.0,0.24671313166618347,161.0,105.0,0.5481160879135132,77.0,81.0,0.25139299035072327,125.0,124.0,0.5267302393913269,79.0,128.0,0.5206300616264343,148.0,172.0,0.625907301902771,43.0,169.0,0.687042772769928,165.0,209.0,0.5971657037734985,43.0,209.0,0.6098055243492126,104.0,32.0,0.16754762828350067,65.0,27.0,0.24699300527572632,103.0,31.0,0.36836951971054077,65.0,27.0,0.7072776556015015,100.0,30.0,0.8066927790641785,40.0,56.0,0.602864682674408,123.0,61.0,0.6484053134918213,16.0,88.0,0.7380818128585815,151.0,96.0,0.701541006565094,9.0,101.0,0.6426363587379456,174.0,108.0,0.6452484130859375,53.0,120.0,0.4215388298034668,100.0,125.0,0.4507627487182617,43.0,151.0,0.6128758788108826,123.0,182.0,0.6819258332252502,30.0,192.0,0.730109691619873,99.0,220.0,0.7043677568435669
9,635,295,706,392,551,397,671,586,57.0,33.0,0.5425906181335449,63.0,26.0,0.5744540095329285,52.0,26.0,0.6074641346931458,77.0,27.0,0.7345572710037231,48.0,31.0,0.5989913940429688,107.0,52.0,0.6765273809432983,44.0,63.0,0.6624611020088196,143.0,80.0,0.5220903754234314,44.0,80.0,0.283854603767395,160.0,111.0,0.4142957925796509,78.0,89.0,0.24739648401737213,124.0,126.0,0.525151252746582,81.0,131.0,0.5273522138595581,149.0,176.0,0.5970165133476257,44.0,171.0,0.6776238679885864,165.0,213.0,0.604682207107544,47.0,215.0,0.6062049269676208,105.0,31.0,0.1392187923192978,69.0,29.0,0.2054089456796646,105.0,28.0,0.2743567228317261,70.0,27.0,0.7052567601203918,104.0,28.0,0.8182063698768616,45.0,56.0,0.5821612477302551,126.0,62.0,0.645687997341156,25.0,87.0,0.66659015417099,151.0,95.0,0.7615164518356323,12.0,92.0,0.6724787354469299,182.0,96.0,0.6760081052780151,61.0,122.0,0.4086856245994568,103.0,125.0,0.4672204554080963,52.0,154.0,0.6516530513763428,131.0,182.0,0.6974836587905884,44.0,196.0,0.7524762749671936,119.0,217.0,0.7645965814590454
