frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,517,325,573,409,510,437,721,582,93.0,36.0,0.6774241328239441,101.0,27.0,0.6877378821372986,86.0,28.0,0.7327583432197571,115.0,31.0,0.7031556367874146,73.0,31.0,0.6881084442138672,134.0,66.0,0.5613505244255066,51.0,68.0,0.5479828119277954,181.0,94.0,0.5017736554145813,24.0,116.0,0.41372671723365784,168.0,98.0,0.17025503516197205,18.0,153.0,0.39257681369781494,107.0,140.0,0.37960922718048096,65.0,139.0,0.3710043728351593,105.0,167.0,0.15651413798332214,69.0,174.0,0.23359821736812592,38.0,195.0,0.23931509256362915,88.0,227.0,0.4637926518917084,33.0,35.0,0.6507303714752197,35.0,28.0,0.7131785750389099,37.0,27.0,0.5255417823791504,39.0,30.0,0.7772844433784485,56.0,28.0,0.6861870288848877,57.0,55.0,0.8209605813026428,60.0,56.0,0.5052711367607117,66.0,84.0,0.818530797958374,47.0,100.0,0.49394288659095764,37.0,104.0,0.6488509774208069,19.0,125.0,0.5957404971122742,81.0,129.0,0.5078495740890503,101.0,125.0,0.5313246250152588,37.0,165.0,0.7269963026046753,125.0,177.0,0.675246000289917,20.0,232.0,0.7111590504646301,172.0,216.0,0.7133200764656067
1,520,326,574,409,500,438,718,582,92.0,34.0,0.6408677101135254,99.0,26.0,0.6473250389099121,84.0,26.0,0.6976384520530701,116.0,29.0,0.6772660613059998,72.0,29.0,0.6486923098564148,139.0,69.0,0.5092213749885559,47.0,72.0,0.5292037725448608,181.0,98.0,0.27391907572746277,23.0,116.0,0.40825337171554565,130.0,135.0,0.12436112016439438,15.0,153.0,0.4023941159248352,113.0,140.0,0.32590219378471375,65.0,140.0,0.291637659072876,111.0,155.0,0.11159839481115341,34.0,209.0,0.09885634481906891,90.0,229.0,0.15751032531261444,84.0,228.0,0.1274101734161377,35.0,33.0,0.6970123052597046,35.0,28.0,0.752906084060669,37.0,27.0,0.5683037638664246,39.0,30.0,0.8005096912384033,54.0,26.0,0.6751159429550171,57.0,53.0,0.827411949634552,60.0,56.0,0.47941094636917114,67.0,76.0,0.7981216907501221,42.0,94.0,0.6110977530479431,42.0,101.0,0.7948504090309143,17.0,117.0,0.7646752595901489,83.0,126.0,0.5141710638999939,103.0,125.0,0.5463592410087585,41.0,165.0,0.721878707408905,126.0,176.0,0.7103724479675293,28.0,232.0,0.7328278422355652,175.0,216.0,0.7415902018547058
2,522,327,575,409,497,439,714,582,93.0,35.0,0.6919460296630859,103.0,26.0,0.7016361355781555,87.0,26.0,0.736731231212616,118.0,30.0,0.6958900690078735,75.0,31.0,0.6763209104537964,142.0,68.0,0.5404301881790161,51.0,69.0,0.5347040891647339,176.0,98.0,0.2712983787059784,25.0,114.0,0.468755304813385,140.0,136.0,0.17415963113307953,17.0,155.0,0.5535479187965393,117.0,136.0,0.42682409286499023,65.0,138.0,0.4267156720161438,115.0,184.0,0.5149773955345154,76.0,179.0,0.37310513854026794,99.0,228.0,0.12485255300998688,74.0,232.0,0.3467518389225006,31.0,33.0,0.6870993971824646,31.0,28.0,0.7395758032798767,33.0,27.0,0.555862307548523,35.0,30.0,0.804435670375824,52.0,26.0,0.6807569861412048,53.0,51.0,0.8309051394462585,52.0,60.0,0.45410943031311035,66.0,72.0,0.8445104360580444,39.0,87.0,0.6488926410675049,44.0,99.0,0.773661732673645,15.0,107.0,0.7709272503852844,83.0,125.0,0.4946092963218689,103.0,121.0,0.5270426273345947,43.0,161.0,0.746171236038208,129.0,174.0,0.6817032694816589,31.0,232.0,0.7158898115158081,175.0,216.0,0.7394205927848816
3,526,327,576,411,496,439,713,582,94.0,38.0,0.655765175819397,103.0,30.0,0.6777564883232117,87.0,30.0,0.7151218056678772,121.0,34.0,0.6515422463417053,73.0,33.0,0.653426468372345,143.0,69.0,0.5470712184906006,47.0,72.0,0.5111264586448669,176.0,100.0,0.2647342383861542,21.0,118.0,0.49826598167419434,146.0,132.0,0.08985212445259094,14.0,157.0,0.6120977401733398,118.0,139.0,0.416352242231369,65.0,138.0,0.3868563771247864,124.0,182.0,0.36458128690719604,71.0,176.0,0.21117278933525085,113.0,213.0,0.22337912023067474,70.0,223.0,0.1977723091840744,25.0,35.0,0.6422543525695801,27.0,28.0,0.7035341858863831,29.0,27.0,0.49788209795951843,30.0,32.0,0.807144820690155,48.0,26.0,0.7073813676834106,49.0,53.0,0.8136869072914124,47.0,63.0,0.4784108102321625,63.0,70.0,0.8662720918655396,37.0,85.0,0.584499716758728,44.0,97.0,0.7686283588409424,15.0,101.0,0.7273039817810059,80.0,122.0,0.5083174705505371,101.0,117.0,0.5505926012992859,41.0,161.0,0.7411872148513794,126.0,172.0,0.6776416897773743,32.0,232.0,0.7365320324897766,175.0,215.0,0.7410926222801208
4,529,328,576,410,499,440,711,582,102.0,40.0,0.5839828848838806,111.0,32.0,0.6096683740615845,94.0,32.0,0.628432035446167,126.0,36.0,0.5653911828994751,80.0,35.0,0.5887708067893982,146.0,70.0,0.5291851758956909,47.0,73.0,0.4726080596446991,177.0,100.0,0.2593531310558319,23.0,119.0,0.49370941519737244,146.0,136.0,0.11045066267251968,15.0,161.0,0.6031724214553833,125.0,140.0,0.4023595154285431,68.0,142.0,0.3804970681667328,137.0,178.0,0.3903811573982239,69.0,178.0,0.28838905692100525,138.0,213.0,0.3997332453727722,65.0,224.0,0.44010627269744873,19.0,32.0,0.6433357000350952,20.0,27.0,0.7311642169952393,21.0,27.0,0.49321818351745605,23.0,30.0,0.8107223510742188,40.0,26.0,0.7271715402603149,42.0,52.0,0.8002248406410217,48.0,52.0,0.44843995571136475,59.0,70.0,0.850805938243866,33.0,81.0,0.641599178314209,41.0,99.0,0.7773551940917969,15.0,95.0,0.6841208934783936,77.0,118.0,0.48980948328971863,97.0,113.0,0.5227771401405334,38.0,158.0,0.7226049304008484,126.0,172.0,0.6485068798065186,30.0,232.0,0.7254089117050171,172.0,212.0,0.7318262457847595
5,531,329,584,411,502,440,707,582,98.0,40.0,0.5814450979232788,106.0,32.0,0.5617430210113525,89.0,30.0,0.5583292245864868,118.0,36.0,0.5841604471206665,76.0,35.0,0.6005994081497192,132.0,70.0,0.5656396150588989,44.0,72.0,0.509297788143158,147.0,112.0,0.2845681607723236,24.0,116.0,0.5101289749145508,138.0,131.0,0.17653273046016693,17.0,161.0,0.5675302743911743,111.0,136.0,0.4279960095882416,59.0,140.0,0.42154407501220703,133.0,174.0,0.35029616951942444,61.0,182.0,0.2774437665939331,148.0,219.0,0.47541543841362,56.0,222.0,0.4995032548904419,12.0,32.0,0.6946955323219299,15.0,26.0,0.7446045875549316,15.0,27.0,0.5043349862098694,18.0,30.0,0.8170250058174133,36.0,26.0,0.7351201772689819,35.0,53.0,0.8027616739273071,44.0,48.0,0.47271981835365295,54.0,70.0,0.847970187664032,33.0,81.0,0.6239641904830933,36.0,103.0,0.8204529285430908,15.0,95.0,0.7398107051849365,73.0,117.0,0.5026476383209229,95.0,110.0,0.5168613791465759,35.0,159.0,0.7278653979301453,122.0,166.0,0.6471967101097107,28.0,232.0,0.7335290312767029,171.0,211.0,0.7265532612800598
6,534,330,597,412,508,438,701,582,82.0,38.0,0.6715946197509766,90.0,30.0,0.6308533549308777,76.0,28.0,0.6720383167266846,102.0,35.0,0.6530203819274902,64.0,33.0,0.7000940442085266,109.0,68.0,0.650827169418335,40.0,68.0,0.628846287727356,117.0,110.0,0.38644424080848694,23.0,113.0,0.5384485125541687,114.0,135.0,0.2447010576725006,13.0,159.0,0.5546349287033081,89.0,137.0,0.48574405908584595,44.0,138.0,0.4814525246620178,118.0,172.0,0.5563613176345825,46.0,181.0,0.48073068261146545,146.0,223.0,0.5915262699127197,39.0,224.0,0.6072688102722168,5.0,35.0,0.5447899699211121,7.0,28.0,0.5973737835884094,9.0,27.0,0.34178969264030457,10.0,32.0,0.8030709028244019,30.0,26.0,0.73890620470047,28.0,54.0,0.7755469083786011,39.0,50.0,0.5514289736747742,48.0,74.0,0.8310543894767761,32.0,84.0,0.5258869528770447,31.0,111.0,0.7880629897117615,17.0,97.0,0.7035203576087952,71.0,117.0,0.49927598237991333,93.0,109.0,0.5438924431800842,32.0,160.0,0.7181814908981323,119.0,163.0,0.6515624523162842,24.0,232.0,0.7226576209068298,171.0,210.0,0.7002182602882385
7,534,330,602,413,509,436,694,582,89.0,37.0,0.6798720359802246,96.0,30.0,0.6467527151107788,82.0,28.0,0.6981022953987122,106.0,35.0,0.6603173613548279,71.0,31.0,0.7006173729896545,110.0,66.0,0.6575549244880676,48.0,68.0,0.6226663589477539,113.0,108.0,0.3241512179374695,31.0,113.0,0.573179304599762,112.0,128.0,0.18270382285118103,22.0,159.0,0.6135630011558533,91.0,136.0,0.5166459083557129,49.0,139.0,0.5074378252029419,126.0,172.0,0.5618740916252136,46.0,185.0,0.466797411441803,159.0,225.0,0.6192557215690613,35.0,223.0,0.5945926904678345,5.0,35.0,0.4629194736480713,7.0,28.0,0.47991427779197693,9.0,31.0,0.24856361746788025,9.0,31.0,0.7938128709793091,30.0,26.0,0.7409453392028809,25.0,57.0,0.7922630310058594,43.0,49.0,0.6029869914054871,45.0,81.0,0.7924385666847229,43.0,87.0,0.36153456568717957,27.0,121.0,0.7729934453964233,23.0,101.0,0.6981883645057678,71.0,117.0,0.517952024936676,97.0,109.0,0.5450455546379089,32.0,160.0,0.71651291847229,119.0,161.0,0.6335441470146179,24.0,232.0,0.7233535051345825,171.0,208.0,0.7075508236885071
8,537,330,609,416,508,434,687,582,85.0,37.0,0.6858868598937988,92.0,28.0,0.6659598350524902,80.0,28.0,0.6995854377746582,102.0,34.0,0.663512110710144,69.0,31.0,0.7016044855117798,106.0,66.0,0.6708703637123108,48.0,66.0,0.6489425301551819,104.0,104.0,0.36218366026878357,32.0,110.0,0.5989688634872437,104.0,124.0,0.19293715059757233,22.0,155.0,0.6339806914329529,89.0,132.0,0.5325291156768799,48.0,137.0,0.4998728930950165,124.0,168.0,0.5668674111366272,37.0,182.0,0.38186097145080566,159.0,221.0,0.6328966021537781,29.0,215.0,0.5496546626091003,7.0,31.0,0.5113107562065125,8.0,27.0,0.6153050065040588,8.0,27.0,0.32837817072868347,11.0,30.0,0.8063778281211853,33.0,24.0,0.7737280130386353,24.0,58.0,0.7877578735351562,47.0,47.0,0.6102254986763,43.0,87.0,0.8045672178268433,63.0,79.0,0.2754831910133362,26.0,127.0,0.7739457488059998,68.0,104.0,0.13742808997631073,73.0,117.0,0.5314393639564514,101.0,105.0,0.5621711611747742,35.0,161.0,0.7214478850364685,123.0,159.0,0.6422407627105713,26.0,232.0,0.7334867715835571,171.0,208.0,0.7081446647644043
9,539,330,610,417,509,431,677,581,90.0,36.0,0.6253442168235779,98.0,28.0,0.620124101638794,84.0,28.0,0.6623582243919373,106.0,33.0,0.6639483571052551,73.0,31.0,0.6634016633033752,110.0,66.0,0.639278769493103,55.0,68.0,0.629825234413147,112.0,104.0,0.2962949275970459,39.0,109.0,0.5661627054214478,112.0,128.0,0.18961763381958008,27.0,155.0,0.5726990103721619,93.0,136.0,0.4899994432926178,53.0,141.0,0.4753084182739258,135.0,172.0,0.5655902624130249,41.0,182.0,0.2665215730667114,161.0,221.0,0.607218325138092,26.0,211.0,0.44481807947158813,9.0,31.0,0.4999912977218628,11.0,26.0,0.6105660200119019,11.0,25.0,0.3440212309360504,13.0,29.0,0.784294068813324,36.0,24.0,0.7745952010154724,24.0,58.0,0.7752353549003601,51.0,49.0,0.6222726106643677,41.0,91.0,0.7934578061103821,67.0,81.0,0.3169264793395996,24.0,135.0,0.7466355562210083,50.0,112.0,0.19884870946407318,75.0,117.0,0.5384637713432312,105.0,109.0,0.5664752721786499,36.0,164.0,0.7193636298179626,127.0,157.0,0.6328759789466858,26.0,232.0,0.7315114736557007,175.0,208.0,0.7023718357086182
