frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,611,280,655,370,763,369,845,542,55.0,38.0,0.4005581736564636,59.0,26.0,0.4200149476528168,48.0,32.0,0.40423595905303955,78.0,26.0,0.5056792497634888,43.0,37.0,0.4368910789489746,125.0,46.0,0.539116621017456,44.0,66.0,0.448991984128952,175.0,76.0,0.5962276458740234,44.0,104.0,0.25863590836524963,137.0,91.0,0.14254915714263916,37.0,131.0,0.2574878931045532,140.0,125.0,0.2619871199131012,87.0,127.0,0.29102927446365356,139.0,172.0,0.5238656997680664,70.0,172.0,0.2639256715774536,122.0,233.0,0.5510796308517456,69.0,213.0,0.4718175530433655,108.0,40.0,0.19941914081573486,111.0,32.0,0.3433930575847626,103.0,36.0,0.37270838022232056,88.0,31.0,0.4953237771987915,118.0,32.0,0.5573695302009583,64.0,54.0,0.4654048681259155,142.0,54.0,0.5751252770423889,19.0,83.0,0.7326794862747192,177.0,88.0,0.7103654742240906,40.0,83.0,0.32279905676841736,159.0,93.0,0.37400880455970764,80.0,114.0,0.4039938151836395,128.0,113.0,0.3759396970272064,88.0,156.0,0.6471514701843262,161.0,165.0,0.552365243434906,68.0,207.0,0.7231502532958984,133.0,225.0,0.6823791861534119
1,610,280,656,371,763,372,847,543,55.0,34.0,0.405488520860672,61.0,26.0,0.4405646324157715,48.0,28.0,0.4075351655483246,78.0,24.0,0.4990607500076294,43.0,33.0,0.4558964967727661,125.0,44.0,0.5917664766311646,40.0,62.0,0.5077672600746155,172.0,72.0,0.5934418439865112,44.0,80.0,0.26951926946640015,153.0,91.0,0.18884627521038055,70.0,82.0,0.25332480669021606,144.0,121.0,0.2849332094192505,88.0,124.0,0.3265526294708252,136.0,171.0,0.49243462085723877,73.0,177.0,0.33683866262435913,121.0,229.0,0.5725319385528564,53.0,214.0,0.43350109457969666,108.0,36.0,0.17229506373405457,111.0,32.0,0.3074609637260437,104.0,36.0,0.3122484087944031,88.0,31.0,0.5354764461517334,117.0,31.0,0.6159353852272034,62.0,54.0,0.49336951971054077,142.0,56.0,0.594643771648407,15.0,83.0,0.7664998769760132,179.0,91.0,0.7520862817764282,40.0,80.0,0.3457375466823578,160.0,92.0,0.4501388967037201,80.0,114.0,0.40496954321861267,125.0,113.0,0.39338254928588867,88.0,154.0,0.6592453718185425,163.0,169.0,0.5971283912658691,68.0,204.0,0.741676390171051,132.0,224.0,0.7082713842391968
2,612,278,656,371,763,376,849,544,51.0,38.0,0.26629942655563354,57.0,28.0,0.29157623648643494,39.0,39.0,0.34460771083831787,78.0,28.0,0.41639429330825806,32.0,38.0,0.34408819675445557,127.0,49.0,0.39810711145401,30.0,62.0,0.284433513879776,175.0,76.0,0.4742468297481537,26.0,67.0,0.302922785282135,158.0,95.0,0.17473283410072327,71.0,71.0,0.13444045186042786,137.0,126.0,0.2216750532388687,83.0,127.0,0.2638636529445648,133.0,172.0,0.4770592153072357,65.0,178.0,0.3473251760005951,117.0,229.0,0.537290096282959,41.0,213.0,0.42118558287620544,117.0,35.0,0.15736766159534454,115.0,32.0,0.21711431443691254,114.0,32.0,0.2629205584526062,84.0,30.0,0.5441911816596985,118.0,32.0,0.633728563785553,59.0,53.0,0.5042396783828735,139.0,56.0,0.6219945549964905,16.0,80.0,0.7970721125602722,179.0,91.0,0.7638022899627686,40.0,80.0,0.3289353847503662,164.0,91.0,0.361031174659729,78.0,114.0,0.42155784368515015,125.0,113.0,0.4239377975463867,90.0,152.0,0.6767341494560242,166.0,172.0,0.6429185271263123,68.0,200.0,0.7274695634841919,132.0,224.0,0.7115238904953003
3,613,278,656,371,764,380,852,544,51.0,38.0,0.22141791880130768,53.0,28.0,0.2676755487918854,39.0,38.0,0.28270626068115234,78.0,26.0,0.3676958382129669,33.0,35.0,0.21067935228347778,125.0,49.0,0.49460500478744507,62.0,66.0,0.31095170974731445,177.0,76.0,0.518855631351471,24.0,59.0,0.261412113904953,159.0,110.0,0.37801840901374817,54.0,64.0,0.19362559914588928,128.0,125.0,0.23200242221355438,80.0,128.0,0.25959527492523193,127.0,172.0,0.4769730865955353,61.0,178.0,0.35249385237693787,116.0,230.0,0.5329554080963135,35.0,215.0,0.4020121693611145,117.0,32.0,0.2924359440803528,111.0,32.0,0.28323858976364136,115.0,31.0,0.393385112285614,84.0,28.0,0.5538199543952942,114.0,30.0,0.633694589138031,56.0,52.0,0.5166840553283691,134.0,56.0,0.5935074687004089,15.0,79.0,0.7469021081924438,175.0,91.0,0.5808185338973999,43.0,76.0,0.2991841733455658,174.0,95.0,0.3783911168575287,77.0,116.0,0.4293864965438843,121.0,117.0,0.4405902326107025,88.0,152.0,0.6777467727661133,163.0,176.0,0.6711633205413818,64.0,200.0,0.7374282479286194,128.0,226.0,0.7043454647064209
4,612,275,657,371,764,382,856,546,55.0,46.0,0.3556685149669647,59.0,38.0,0.4657443165779114,47.0,42.0,0.4677095115184784,78.0,30.0,0.3653447926044464,36.0,40.0,0.24599723517894745,123.0,54.0,0.5447354912757874,58.0,70.0,0.36406779289245605,175.0,80.0,0.5770516395568848,88.0,84.0,0.11081381142139435,166.0,115.0,0.4103628695011139,102.0,26.0,0.15926580131053925,127.0,128.0,0.2916828691959381,79.0,131.0,0.3175598084926605,124.0,175.0,0.4674755036830902,61.0,181.0,0.37879514694213867,114.0,231.0,0.5559570789337158,36.0,216.0,0.44179004430770874,120.0,32.0,0.33968809247016907,111.0,32.0,0.24795696139335632,117.0,30.0,0.3888069987297058,81.0,29.0,0.554122805595398,114.0,32.0,0.6516462564468384,55.0,53.0,0.5283504128456116,130.0,58.0,0.6255370378494263,16.0,80.0,0.7357321381568909,168.0,88.0,0.5341752767562866,43.0,76.0,0.3220503330230713,183.0,93.0,0.5516371726989746,73.0,116.0,0.443200021982193,117.0,117.0,0.44406017661094666,88.0,150.0,0.682544469833374,162.0,176.0,0.6814208030700684,61.0,197.0,0.7411378026008606,124.0,226.0,0.7190549969673157
5,612,275,658,371,766,384,860,547,49.0,38.0,0.41288864612579346,48.0,34.0,0.4154021441936493,43.0,35.0,0.45643502473831177,72.0,25.0,0.361924946308136,42.0,37.0,0.33177366852760315,121.0,54.0,0.5556532740592957,53.0,65.0,0.3497638702392578,175.0,80.0,0.5395631790161133,68.0,39.0,0.3228780925273895,171.0,113.0,0.4150472581386566,104.0,16.0,0.33438828587532043,126.0,128.0,0.30208393931388855,75.0,131.0,0.32196715474128723,121.0,172.0,0.4416821599006653,63.0,180.0,0.38950154185295105,112.0,231.0,0.556032121181488,32.0,216.0,0.43817049264907837,116.0,32.0,0.30859389901161194,113.0,28.0,0.24918481707572937,113.0,31.0,0.373440682888031,80.0,28.0,0.5613576173782349,110.0,32.0,0.6510684490203857,51.0,53.0,0.5329490303993225,126.0,60.0,0.6189142465591431,15.0,83.0,0.7364593744277954,165.0,91.0,0.5541995167732239,39.0,78.0,0.36199381947517395,180.0,90.0,0.6226413249969482,70.0,120.0,0.4233557879924774,112.0,120.0,0.4476342797279358,83.0,150.0,0.6409868597984314,157.0,179.0,0.6836873292922974,56.0,196.0,0.781460165977478,119.0,228.0,0.717634916305542
6,611,274,660,371,768,385,863,548,53.0,34.0,0.4533040225505829,57.0,26.0,0.43504515290260315,48.0,28.0,0.5333204865455627,70.0,25.0,0.36451923847198486,42.0,33.0,0.42996418476104736,119.0,56.0,0.5803431868553162,49.0,61.0,0.39833614230155945,169.0,82.0,0.5864410996437073,34.0,59.0,0.18448448181152344,169.0,112.0,0.4989014267921448,100.0,15.0,0.33121487498283386,125.0,128.0,0.356779009103775,75.0,131.0,0.3504008650779724,117.0,176.0,0.4470618665218353,65.0,180.0,0.4205564260482788,109.0,231.0,0.5666722059249878,33.0,217.0,0.4529103934764862,113.0,31.0,0.22028213739395142,111.0,28.0,0.1704862117767334,109.0,31.0,0.2744465172290802,78.0,28.0,0.5619551539421082,110.0,32.0,0.6513918042182922,50.0,54.0,0.5417911410331726,126.0,60.0,0.6052605509757996,15.0,83.0,0.7491180300712585,165.0,91.0,0.593360960483551,41.0,81.0,0.35670796036720276,180.0,90.0,0.6146364212036133,70.0,122.0,0.40413597226142883,110.0,120.0,0.4397765100002289,77.0,150.0,0.5914887189865112,152.0,177.0,0.6489061117172241,51.0,195.0,0.7464570999145508,111.0,228.0,0.7323671579360962
7,611,273,660,371,772,385,865,548,49.0,38.0,0.3533830940723419,48.0,36.0,0.4045664966106415,44.0,36.0,0.4841252863407135,68.0,27.0,0.3087441623210907,42.0,38.0,0.37458571791648865,121.0,59.0,0.5594257116317749,45.0,59.0,0.44711676239967346,168.0,82.0,0.5702306032180786,40.0,59.0,0.16839751601219177,171.0,112.0,0.4383433163166046,92.0,21.0,0.28931042551994324,125.0,128.0,0.33711156249046326,75.0,131.0,0.341758131980896,120.0,176.0,0.4183611273765564,61.0,181.0,0.40743303298950195,109.0,231.0,0.5541899800300598,33.0,218.0,0.4330129027366638,113.0,31.0,0.19562478363513947,111.0,28.0,0.17979899048805237,109.0,31.0,0.28209546208381653,76.0,30.0,0.5587165355682373,106.0,32.0,0.6379241943359375,44.0,56.0,0.5513046979904175,126.0,60.0,0.5871774554252625,15.0,85.0,0.7199012041091919,165.0,88.0,0.49136224389076233,40.0,82.0,0.32445013523101807,179.0,93.0,0.5983008146286011,68.0,126.0,0.4061588644981384,110.0,124.0,0.4374837577342987,68.0,152.0,0.6020137071609497,146.0,176.0,0.586842954158783,44.0,196.0,0.7447509169578552,103.0,231.0,0.6974309682846069
8,610,272,661,371,775,385,868,548,53.0,42.0,0.2362058013677597,60.0,34.0,0.367862731218338,48.0,36.0,0.43231382966041565,68.0,29.0,0.2419966757297516,48.0,38.0,0.3463291525840759,121.0,61.0,0.5555708408355713,51.0,57.0,0.501865029335022,164.0,84.0,0.5535926818847656,97.0,19.0,0.4229881465435028,173.0,112.0,0.4576668441295624,88.0,25.0,0.21234263479709625,125.0,128.0,0.3460041582584381,76.0,132.0,0.33720359206199646,120.0,178.0,0.3995702862739563,61.0,181.0,0.3889293968677521,109.0,233.0,0.5611633062362671,33.0,217.0,0.4585235118865967,109.0,35.0,0.1654079556465149,103.0,36.0,0.1942903995513916,106.0,34.0,0.22827965021133423,76.0,30.0,0.5431554913520813,106.0,32.0,0.6277188062667847,40.0,56.0,0.5417382121086121,127.0,59.0,0.587325394153595,15.0,88.0,0.6981149315834045,165.0,88.0,0.4904131591320038,44.0,78.0,0.2664952576160431,183.0,95.0,0.5920450091362,64.0,126.0,0.4379960596561432,109.0,125.0,0.42879393696784973,60.0,160.0,0.5973859429359436,141.0,177.0,0.5497127771377563,38.0,196.0,0.7092410326004028,96.0,232.0,0.6696145534515381
9,610,272,662,371,778,385,873,548,53.0,42.0,0.24007421731948853,60.0,30.0,0.36212602257728577,48.0,36.0,0.39255204796791077,86.0,34.0,0.2892538011074066,50.0,36.0,0.34147337079048157,121.0,62.0,0.5417614579200745,51.0,57.0,0.4955690801143646,160.0,86.0,0.5554550886154175,97.0,19.0,0.27290549874305725,173.0,114.0,0.43600335717201233,88.0,25.0,0.34701257944107056,123.0,128.0,0.34081822633743286,76.0,128.0,0.3378073573112488,117.0,178.0,0.4043731987476349,61.0,181.0,0.38427022099494934,105.0,233.0,0.5678108930587769,31.0,217.0,0.47291067242622375,101.0,36.0,0.1534741073846817,99.0,36.0,0.1955089569091797,98.0,34.0,0.21172568202018738,71.0,29.0,0.5425706505775452,102.0,32.0,0.6131904721260071,40.0,56.0,0.5805981755256653,123.0,59.0,0.5935042500495911,16.0,88.0,0.7001358866691589,161.0,84.0,0.5823869705200195,43.0,79.0,0.20849180221557617,180.0,98.0,0.5655584335327148,59.0,126.0,0.45123815536499023,104.0,125.0,0.4539370536804199,48.0,164.0,0.5684716105461121,133.0,177.0,0.5112561583518982,34.0,200.0,0.6915489435195923,88.0,232.0,0.6668149828910828
