frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,607,283,673,382,526,384,647,558,98.0,107.0,0.16645927727222443,36.0,40.0,0.20136582851409912,89.0,100.0,0.2025020271539688,40.0,53.0,0.1722893863916397,30.0,48.0,0.351890504360199,73.0,66.0,0.28986257314682007,71.0,71.0,0.19580775499343872,121.0,58.0,0.2805434465408325,121.0,59.0,0.15020421147346497,163.0,38.0,0.2545819580554962,164.0,40.0,0.17457056045532227,77.0,134.0,0.1908491849899292,65.0,134.0,0.2636125385761261,84.0,188.0,0.18745970726013184,85.0,188.0,0.5446709990501404,90.0,214.0,0.2194645255804062,33.0,233.0,0.39910927414894104,65.0,26.0,0.13277171552181244,65.0,25.0,0.21257446706295013,107.0,23.0,0.19771242141723633,69.0,27.0,0.6695656776428223,102.0,28.0,0.7707096934318542,43.0,58.0,0.664023220539093,127.0,59.0,0.6861603260040283,12.0,95.0,0.8606089949607849,151.0,97.0,0.7779767513275146,18.0,124.0,0.7810540199279785,175.0,131.0,0.7892382740974426,66.0,136.0,0.5314159393310547,112.0,132.0,0.5385946035385132,56.0,174.0,0.7196872234344482,151.0,171.0,0.6878523826599121,27.0,223.0,0.7282202839851379,144.0,226.0,0.7754961252212524
1,607,286,678,382,530,382,652,553,50.0,50.0,0.2672494947910309,47.0,42.0,0.33768612146377563,43.0,46.0,0.3397879898548126,48.0,52.0,0.21607385575771332,30.0,52.0,0.3561108410358429,69.0,66.0,0.32409507036209106,67.0,71.0,0.23189777135849,121.0,57.0,0.34210774302482605,120.0,56.0,0.23735925555229187,175.0,55.0,0.3694183826446533,172.0,54.0,0.39382049441337585,73.0,134.0,0.19806429743766785,63.0,138.0,0.35200363397598267,84.0,192.0,0.2504501938819885,82.0,191.0,0.5669108629226685,82.0,215.0,0.2985007166862488,31.0,233.0,0.48250454664230347,65.0,26.0,0.19465990364551544,65.0,25.0,0.2861238718032837,107.0,27.0,0.29026123881340027,69.0,29.0,0.6932776570320129,104.0,28.0,0.7745056748390198,42.0,58.0,0.6795194149017334,126.0,60.0,0.6892294883728027,11.0,95.0,0.8460190892219543,151.0,99.0,0.762505829334259,15.0,125.0,0.7812026739120483,175.0,133.0,0.7736194133758545,67.0,136.0,0.5103287100791931,115.0,133.0,0.5478053689002991,62.0,174.0,0.7416840195655823,151.0,171.0,0.6920350193977356,37.0,227.0,0.7656627297401428,145.0,224.0,0.7616097927093506
2,606,289,685,382,532,382,657,553,50.0,50.0,0.36255407333374023,49.0,42.0,0.42374974489212036,46.0,42.0,0.37447741627693176,52.0,47.0,0.28603067994117737,32.0,55.0,0.3947029411792755,69.0,66.0,0.32439443469047546,67.0,68.0,0.2688646912574768,109.0,65.0,0.4036248028278351,111.0,65.0,0.31736767292022705,147.0,66.0,0.3335801362991333,148.0,68.0,0.3726549744606018,55.0,140.0,0.22524982690811157,62.0,141.0,0.349096417427063,76.0,196.0,0.2583972215652466,82.0,193.0,0.5591041445732117,34.0,233.0,0.1982826590538025,31.0,233.0,0.4594614803791046,109.0,27.0,0.17194752395153046,68.0,20.0,0.2878561019897461,109.0,24.0,0.29351678490638733,71.0,28.0,0.691982090473175,106.0,28.0,0.7853872776031494,44.0,58.0,0.6983850002288818,127.0,59.0,0.7003540396690369,12.0,92.0,0.8613237738609314,151.0,97.0,0.7635636329650879,15.0,123.0,0.7998740077018738,175.0,133.0,0.7791929244995117,70.0,134.0,0.5265858769416809,115.0,129.0,0.5633629560470581,63.0,171.0,0.7300692796707153,154.0,166.0,0.6961127519607544,47.0,225.0,0.7743359804153442,148.0,220.0,0.7938185930252075
3,609,296,676,380,536,383,664,549,60.0,42.0,0.42115500569343567,57.0,36.0,0.45040225982666016,55.0,36.0,0.44753414392471313,60.0,39.0,0.2417895793914795,40.0,41.0,0.3873118758201599,73.0,60.0,0.35773488879203796,32.0,64.0,0.28826799988746643,118.0,64.0,0.4225437343120575,120.0,64.0,0.24842870235443115,171.0,79.0,0.4316563308238983,168.0,76.0,0.3598586320877075,75.0,136.0,0.27603983879089355,53.0,140.0,0.3197139501571655,99.0,194.0,0.2767767012119293,91.0,196.0,0.5158465504646301,38.0,241.0,0.15553772449493408,31.0,239.0,0.3967202603816986,69.0,26.0,0.19274431467056274,68.0,20.0,0.3043553829193115,111.0,20.0,0.2836824655532837,71.0,27.0,0.6932737231254578,105.0,28.0,0.7790882587432861,44.0,58.0,0.7131912708282471,126.0,60.0,0.7135133743286133,10.0,94.0,0.850459098815918,148.0,99.0,0.7775754928588867,11.0,122.0,0.7997879981994629,171.0,135.0,0.7768627405166626,70.0,136.0,0.5451807379722595,115.0,131.0,0.5728957653045654,64.0,172.0,0.7416389584541321,151.0,168.0,0.693927526473999,54.0,227.0,0.7842556238174438,155.0,224.0,0.7889590263366699
4,609,302,674,381,539,385,674,545,66.0,28.0,0.7300542593002319,65.0,22.0,0.6845147013664246,59.0,24.0,0.6962831616401672,67.0,28.0,0.35974574089050293,43.0,29.0,0.6546597480773926,78.0,54.0,0.5744863748550415,34.0,62.0,0.5881534814834595,129.0,63.0,0.5926207304000854,15.0,33.0,0.3694530725479126,171.0,83.0,0.59415203332901,18.0,36.0,0.15783119201660156,79.0,137.0,0.41353580355644226,52.0,141.0,0.44817885756492615,103.0,191.0,0.3470267951488495,97.0,192.0,0.5465291738510132,57.0,233.0,0.14758040010929108,39.0,233.0,0.5087789297103882,69.0,26.0,0.1871078908443451,68.0,20.0,0.3401122987270355,107.0,27.0,0.2411811500787735,70.0,27.0,0.7308507561683655,103.0,29.0,0.7956622838973999,44.0,60.0,0.7151764035224915,123.0,63.0,0.7326846122741699,12.0,94.0,0.8547636866569519,144.0,103.0,0.7788999676704407,9.0,124.0,0.7979262471199036,167.0,139.0,0.7891462445259094,70.0,136.0,0.5470367670059204,112.0,134.0,0.5865795016288757,64.0,172.0,0.7375437617301941,147.0,171.0,0.7081626653671265,56.0,228.0,0.771466851234436,161.0,231.0,0.7467077374458313
5,608,304,672,381,542,388,693,544,74.0,26.0,0.7507137656211853,71.0,20.0,0.6386767625808716,66.0,20.0,0.6926916241645813,75.0,24.0,0.35325995087623596,48.0,28.0,0.6184254288673401,85.0,55.0,0.6001935005187988,39.0,61.0,0.6403352618217468,131.0,69.0,0.6459954977035522,14.0,43.0,0.673670768737793,171.0,96.0,0.6482992172241211,33.0,5.0,0.44013485312461853,81.0,136.0,0.43470877408981323,51.0,140.0,0.4543870687484741,109.0,189.0,0.2762708067893982,101.0,190.0,0.5244480967521667,52.0,233.0,0.15620826184749603,44.0,232.0,0.49612584710121155,65.0,26.0,0.18513548374176025,62.0,20.0,0.35796040296554565,97.0,20.0,0.22112344205379486,66.0,27.0,0.7730182409286499,95.0,28.0,0.8307584524154663,40.0,60.0,0.7298121452331543,111.0,61.0,0.7748697400093079,15.0,95.0,0.8618406057357788,132.0,104.0,0.7918435335159302,7.0,125.0,0.8123347163200378,151.0,139.0,0.7983272075653076,65.0,136.0,0.5650255084037781,103.0,135.0,0.6152934432029724,60.0,172.0,0.7533872127532959,137.0,173.0,0.7284659743309021,52.0,228.0,0.7806929349899292,159.0,232.0,0.7841876745223999
6,607,305,669,382,546,391,707,543,83.0,26.0,0.7244049310684204,79.0,20.0,0.6927165985107422,73.0,22.0,0.6723410487174988,83.0,24.0,0.41241154074668884,55.0,29.0,0.6530061364173889,91.0,57.0,0.6097893118858337,44.0,58.0,0.6501115560531616,136.0,72.0,0.6631390452384949,16.0,55.0,0.706476628780365,172.0,103.0,0.6138328909873962,34.0,14.0,0.43494656682014465,85.0,132.0,0.42229461669921875,49.0,136.0,0.46479055285453796,119.0,179.0,0.24561938643455505,106.0,189.0,0.5912840366363525,57.0,233.0,0.1380307376384735,47.0,229.0,0.5372542142868042,93.0,27.0,0.14870131015777588,60.0,20.0,0.28974950313568115,95.0,26.0,0.22966794669628143,65.0,27.0,0.778491735458374,92.0,28.0,0.8344237804412842,40.0,60.0,0.760999858379364,105.0,61.0,0.7490159869194031,15.0,95.0,0.8726425766944885,124.0,106.0,0.7881754040718079,7.0,127.0,0.8208231329917908,144.0,140.0,0.7904958724975586,59.0,140.0,0.5950260162353516,95.0,137.0,0.6126618981361389,56.0,176.0,0.7433573007583618,132.0,172.0,0.7197210192680359,47.0,231.0,0.768555223941803,160.0,231.0,0.7478675246238708
7,607,306,667,382,551,394,718,543,87.0,26.0,0.49552756547927856,85.0,20.0,0.5543876886367798,76.0,22.0,0.4715849757194519,91.0,24.0,0.4130094349384308,58.0,29.0,0.479990690946579,95.0,57.0,0.5720592737197876,46.0,58.0,0.5611938834190369,139.0,77.0,0.6336952447891235,13.0,63.0,0.6366287469863892,172.0,113.0,0.5920374393463135,34.0,33.0,0.4182417094707489,81.0,129.0,0.400256484746933,47.0,133.0,0.43573522567749023,117.0,162.0,0.2566358745098114,107.0,184.0,0.5675638318061829,93.0,213.0,0.13479338586330414,48.0,227.0,0.48683106899261475,90.0,30.0,0.1686398833990097,60.0,20.0,0.25925883650779724,93.0,20.0,0.23679442703723907,65.0,27.0,0.7919734120368958,91.0,28.0,0.8393662571907043,40.0,60.0,0.7637132406234741,101.0,63.0,0.7753944993019104,16.0,96.0,0.8720036149024963,120.0,108.0,0.7762132287025452,9.0,128.0,0.8217753171920776,141.0,139.0,0.795105516910553,58.0,140.0,0.5877068042755127,91.0,139.0,0.5983149409294128,53.0,178.0,0.738569438457489,130.0,172.0,0.7390140295028687,39.0,231.0,0.7915619611740112,163.0,227.0,0.77079838514328
8,607,306,664,381,560,396,729,541,91.0,30.0,0.5420305728912354,91.0,22.0,0.5588616132736206,83.0,24.0,0.5495787262916565,96.0,26.0,0.3818590044975281,62.0,30.0,0.4993683993816376,103.0,59.0,0.5138882994651794,50.0,62.0,0.49446791410446167,145.0,81.0,0.555957555770874,13.0,71.0,0.5580410957336426,178.0,119.0,0.550981342792511,32.0,48.0,0.44081762433052063,81.0,130.0,0.3314632773399353,45.0,134.0,0.34437674283981323,121.0,168.0,0.27187156677246094,104.0,184.0,0.5396771430969238,97.0,209.0,0.16613398492336273,49.0,229.0,0.43277817964553833,89.0,31.0,0.171823188662529,60.0,24.0,0.2733086347579956,89.0,20.0,0.2726162075996399,63.0,27.0,0.7810794711112976,88.0,28.0,0.843859076499939,40.0,58.0,0.7847912311553955,97.0,64.0,0.7746647000312805,13.0,97.0,0.8768751621246338,115.0,111.0,0.773432195186615,7.0,131.0,0.8259171843528748,135.0,139.0,0.8147637248039246,54.0,144.0,0.5842451453208923,87.0,141.0,0.5878344774246216,48.0,184.0,0.7276352643966675,128.0,174.0,0.7137511968612671,30.0,235.0,0.7644360065460205,164.0,226.0,0.7724732160568237
9,607,306,663,380,569,396,737,542,94.0,30.0,0.6193059086799622,93.0,22.0,0.6376551985740662,83.0,26.0,0.6800926923751831,99.0,28.0,0.5008775591850281,66.0,32.0,0.5926718711853027,106.0,58.0,0.5550364851951599,53.0,61.0,0.552756130695343,149.0,83.0,0.5772732496261597,13.0,79.0,0.6126037240028381,179.0,121.0,0.5935602784156799,34.0,56.0,0.38738471269607544,81.0,132.0,0.36941099166870117,48.0,136.0,0.3416043519973755,123.0,168.0,0.2947862148284912,103.0,180.0,0.5726957321166992,95.0,211.0,0.2620250880718231,45.0,227.0,0.4248562753200531,89.0,31.0,0.17946873605251312,60.0,24.0,0.25448307394981384,89.0,24.0,0.2625301480293274,63.0,28.0,0.7647757530212402,89.0,29.0,0.8142020106315613,40.0,58.0,0.801875114440918,95.0,65.0,0.7544604539871216,12.0,96.0,0.8910083174705505,112.0,112.0,0.7677443027496338,8.0,127.0,0.813805341720581,135.0,137.0,0.7814114689826965,51.0,144.0,0.5567673444747925,83.0,139.0,0.5938706398010254,45.0,185.0,0.7249337434768677,126.0,172.0,0.6999785304069519,21.0,233.0,0.7563344836235046,167.0,223.0,0.7746185660362244
