frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,553,315,641,401,111,443,285,634,65.0,32.0,0.80821692943573,70.0,26.0,0.8270445466041565,61.0,26.0,0.8705485463142395,86.0,29.0,0.8218201398849487,56.0,31.0,0.6952816247940063,104.0,58.0,0.763295590877533,52.0,60.0,0.7325122952461243,117.0,95.0,0.6267139315605164,24.0,83.0,0.3840768039226532,111.0,125.0,0.5965580940246582,15.0,88.0,0.31030553579330444,100.0,118.0,0.49033188819885254,68.0,121.0,0.5673478841781616,132.0,168.0,0.5810226202011108,42.0,169.0,0.6649040579795837,167.0,217.0,0.6402643918991089,36.0,221.0,0.6214136481285095,105.0,26.0,0.2800326645374298,105.0,24.0,0.3326544165611267,103.0,22.0,0.155246302485466,108.0,22.0,0.5880419015884399,135.0,27.0,0.7713049054145813,88.0,50.0,0.7177450060844421,159.0,52.0,0.7603018879890442,76.0,86.0,0.8192821741104126,179.0,88.0,0.7953760027885437,98.0,88.0,0.21650229394435883,179.0,105.0,0.760500967502594,94.0,118.0,0.5268238186836243,136.0,113.0,0.5156451463699341,71.0,175.0,0.6760803461074829,167.0,156.0,0.6821425557136536,31.0,221.0,0.667042076587677,151.0,208.0,0.7572001218795776
1,554,314,638,401,136,437,298,628,64.0,30.0,0.7849432826042175,69.0,24.0,0.8276511430740356,60.0,24.0,0.8726362586021423,86.0,28.0,0.7916128039360046,56.0,29.0,0.7161449193954468,104.0,58.0,0.752912163734436,51.0,57.0,0.709740161895752,115.0,94.0,0.6512319445610046,32.0,85.0,0.44840702414512634,108.0,122.0,0.6762247085571289,38.0,85.0,0.20109550654888153,101.0,118.0,0.5040062665939331,67.0,117.0,0.5582911968231201,127.0,166.0,0.610815167427063,37.0,165.0,0.6508501768112183,160.0,215.0,0.6075447797775269,31.0,219.0,0.5987034440040588,93.0,28.0,0.17743507027626038,97.0,24.0,0.28300610184669495,98.0,23.0,0.11620668321847916,98.0,27.0,0.5685647130012512,128.0,28.0,0.6976262927055359,80.0,54.0,0.7235413789749146,156.0,54.0,0.7223019003868103,63.0,89.0,0.7609369158744812,176.0,91.0,0.7947172522544861,55.0,93.0,0.6513388752937317,181.0,105.0,0.7613459229469299,88.0,118.0,0.5319300889968872,131.0,116.0,0.502564549446106,67.0,175.0,0.7316244840621948,161.0,161.0,0.6988973617553711,28.0,222.0,0.6693457365036011,136.0,215.0,0.7459583878517151
2,553,314,633,400,168,434,312,616,66.0,27.0,0.7916220426559448,73.0,20.0,0.819744348526001,63.0,21.0,0.8706715106964111,89.0,25.0,0.8046759366989136,56.0,25.0,0.6732219457626343,108.0,56.0,0.7319005727767944,52.0,54.0,0.7175899147987366,119.0,91.0,0.5747146606445312,45.0,83.0,0.45672160387039185,110.0,119.0,0.6536698341369629,44.0,89.0,0.3197685778141022,103.0,117.0,0.493827760219574,65.0,117.0,0.5325283408164978,130.0,169.0,0.6136599183082581,35.0,165.0,0.628640353679657,161.0,217.0,0.6031579971313477,27.0,221.0,0.5723669528961182,77.0,28.0,0.1431759148836136,85.0,24.0,0.2721376121044159,121.0,24.0,0.13240565359592438,80.0,28.0,0.5168197751045227,115.0,29.0,0.6571949124336243,60.0,54.0,0.6785585284233093,147.0,56.0,0.6753839254379272,43.0,91.0,0.7371106743812561,168.0,95.0,0.7958170771598816,28.0,102.0,0.7326529026031494,181.0,113.0,0.6848264932632446,74.0,122.0,0.47975656390190125,119.0,119.0,0.44594454765319824,63.0,177.0,0.7129436135292053,155.0,169.0,0.6806384921073914,23.0,225.0,0.6787404417991638,123.0,223.0,0.7136545181274414
3,551,313,630,399,184,431,335,616,73.0,29.0,0.798854410648346,79.0,22.0,0.8183016180992126,69.0,22.0,0.8601292371749878,94.0,28.0,0.8179450035095215,63.0,27.0,0.851398766040802,112.0,56.0,0.7278306484222412,54.0,50.0,0.6684841513633728,119.0,95.0,0.5808006525039673,50.0,76.0,0.39953500032424927,114.0,119.0,0.5913398861885071,95.0,95.0,0.25884461402893066,103.0,117.0,0.49546390771865845,65.0,115.0,0.5349918603897095,130.0,171.0,0.6108472943305969,36.0,166.0,0.6295921802520752,160.0,219.0,0.5730603337287903,22.0,221.0,0.5495846271514893,69.0,28.0,0.17927762866020203,77.0,24.0,0.34799930453300476,75.0,24.0,0.1830166131258011,72.0,28.0,0.5429795980453491,104.0,30.0,0.6783176064491272,52.0,54.0,0.6932154893875122,133.0,56.0,0.6998423337936401,32.0,88.0,0.766708254814148,152.0,92.0,0.782568097114563,17.0,104.0,0.7646703720092773,166.0,108.0,0.6530019044876099,63.0,120.0,0.5016887784004211,104.0,116.0,0.47012385725975037,63.0,169.0,0.7272847294807434,143.0,165.0,0.681984543800354,31.0,219.0,0.6790628433227539,115.0,219.0,0.6862471699714661
4,545,312,628,399,194,427,342,615,85.0,33.0,0.7515063881874084,91.0,26.0,0.7894256711006165,80.0,28.0,0.8055616617202759,102.0,32.0,0.800215482711792,72.0,31.0,0.7401846051216125,117.0,61.0,0.6958746910095215,63.0,53.0,0.5822159051895142,125.0,94.0,0.452494353055954,64.0,82.0,0.4108698070049286,120.0,120.0,0.4586993455886841,106.0,95.0,0.3031115233898163,105.0,116.0,0.5026966333389282,71.0,117.0,0.5297591090202332,132.0,171.0,0.6052089929580688,46.0,166.0,0.5951994061470032,159.0,216.0,0.6080141067504883,26.0,219.0,0.5932400226593018,78.0,29.0,0.12239985167980194,80.0,24.0,0.30704811215400696,75.0,28.0,0.19115006923675537,72.0,32.0,0.5203560590744019,102.0,32.0,0.596977949142456,52.0,57.0,0.6547300219535828,133.0,59.0,0.6908190846443176,29.0,92.0,0.770130455493927,151.0,96.0,0.8073738813400269,15.0,110.0,0.7663102149963379,172.0,114.0,0.6274988055229187,65.0,120.0,0.48565128445625305,107.0,116.0,0.4780843257904053,71.0,165.0,0.7051110863685608,149.0,165.0,0.7075006365776062,43.0,215.0,0.6674562692642212,123.0,219.0,0.6816184520721436
5,980,288,1010,342,538,314,625,399,148.0,63.0,0.16200153529644012,155.0,42.0,0.29704296588897705,129.0,44.0,0.22010700404644012,179.0,49.0,0.06520342081785202,92.0,32.0,0.11370868980884552,141.0,31.0,0.01776609756052494,54.0,32.0,0.03312639892101288,184.0,143.0,0.0384911373257637,0.0,83.0,0.03805674612522125,65.0,107.0,0.019284365698695183,64.0,108.0,0.07255293428897858,80.0,103.0,0.01882222481071949,46.0,0.0,0.02384870871901512,121.0,131.0,0.030571158975362778,50.0,248.0,0.04145023226737976,144.0,241.0,0.042943477630615234,44.0,232.0,0.03711575269699097,97.0,33.0,0.7914445996284485,102.0,26.0,0.796958863735199,91.0,26.0,0.809662401676178,113.0,30.0,0.8101984858512878,85.0,31.0,0.740869402885437,124.0,58.0,0.7306215167045593,76.0,58.0,0.6509521007537842,132.0,90.0,0.40409860014915466,81.0,87.0,0.4748022258281708,128.0,115.0,0.412796288728714,119.0,88.0,0.3407179117202759,111.0,116.0,0.5221662521362305,79.0,115.0,0.5405751466751099,135.0,168.0,0.6183652877807617,55.0,165.0,0.6385534405708313,163.0,216.0,0.6264463663101196,28.0,217.0,0.6150770783424377
6,533,316,624,400,225,423,368,600,105.0,30.0,0.8098769783973694,109.0,24.0,0.8330093622207642,99.0,24.0,0.8249291181564331,119.0,29.0,0.8535134196281433,91.0,29.0,0.7986263632774353,129.0,57.0,0.7269719243049622,83.0,57.0,0.7293809652328491,134.0,88.0,0.42512938380241394,89.0,87.0,0.509891152381897,130.0,115.0,0.4511291980743408,130.0,80.0,0.3804488778114319,113.0,116.0,0.548582911491394,81.0,115.0,0.537107527256012,138.0,167.0,0.6461567878723145,59.0,165.0,0.6365427374839783,161.0,213.0,0.6684560179710388,27.0,215.0,0.6588937044143677,109.0,35.0,0.1913597583770752,57.0,29.0,0.17191806435585022,107.0,32.0,0.2745128571987152,64.0,36.0,0.46366438269615173,100.0,40.0,0.5910908579826355,40.0,68.0,0.5903440117835999,125.0,71.0,0.68495112657547,18.0,104.0,0.7869880199432373,138.0,112.0,0.8094043135643005,13.0,127.0,0.7488874793052673,171.0,129.0,0.7247088551521301,51.0,136.0,0.4750315845012665,95.0,131.0,0.4807874858379364,72.0,172.0,0.6765140295028687,154.0,178.0,0.7097726464271545,51.0,223.0,0.7272719740867615,149.0,234.0,0.6951414346694946
7,533,318,623,400,243,433,394,600,105.0,33.0,0.819776713848114,110.0,26.0,0.829409658908844,99.0,26.0,0.8660656809806824,120.0,30.0,0.8499367833137512,91.0,31.0,0.8171136975288391,130.0,58.0,0.7057239413261414,83.0,58.0,0.7655099630355835,135.0,87.0,0.4381212294101715,96.0,89.0,0.6596720218658447,130.0,109.0,0.49208083748817444,137.0,75.0,0.40973904728889465,111.0,121.0,0.5650177001953125,77.0,121.0,0.5428675413131714,141.0,172.0,0.6726276874542236,51.0,175.0,0.6214985847473145,160.0,215.0,0.6949006915092468,20.0,215.0,0.6764548420906067,61.0,28.0,0.16836418211460114,63.0,27.0,0.25869208574295044,92.0,30.0,0.2330223172903061,60.0,28.0,0.6497071981430054,91.0,33.0,0.7574992179870605,36.0,56.0,0.5560376048088074,110.0,64.0,0.7241147756576538,15.0,99.0,0.6757842898368835,120.0,108.0,0.8135629296302795,18.0,120.0,0.5663592219352722,157.0,121.0,0.7360815405845642,39.0,132.0,0.43346598744392395,81.0,129.0,0.43366026878356934,59.0,170.0,0.6801472306251526,147.0,173.0,0.7245727777481079,36.0,220.0,0.7595980763435364,155.0,232.0,0.7158868312835693
8,532,319,624,400,258,433,424,600,105.0,37.0,0.8143907785415649,111.0,30.0,0.8318365812301636,101.0,30.0,0.8511810898780823,120.0,36.0,0.8184520602226257,93.0,35.0,0.7951431274414062,129.0,61.0,0.6789833903312683,84.0,61.0,0.7500230669975281,132.0,84.0,0.3676378130912781,97.0,91.0,0.4827159345149994,131.0,104.0,0.4854012727737427,124.0,85.0,0.17617985606193542,109.0,124.0,0.5695895552635193,76.0,125.0,0.5484068989753723,139.0,174.0,0.7039159536361694,50.0,178.0,0.6545699834823608,157.0,217.0,0.6814934611320496,20.0,219.0,0.6903365850448608,85.0,39.0,0.5362901091575623,83.0,32.0,0.31934717297554016,83.0,35.0,0.5981101393699646,54.0,31.0,0.6559921503067017,79.0,37.0,0.7645566463470459,29.0,62.0,0.5481417179107666,95.0,67.0,0.7161328792572021,21.0,104.0,0.5114513635635376,103.0,111.0,0.8285853266716003,54.0,110.0,0.14893823862075806,143.0,119.0,0.7213924527168274,31.0,136.0,0.46044856309890747,68.0,136.0,0.4533276855945587,46.0,171.0,0.6732358336448669,138.0,170.0,0.7554762959480286,18.0,218.0,0.7331326007843018,155.0,228.0,0.7027405500411987
9,532,321,624,400,259,436,442,597,109.0,37.0,0.7856505513191223,113.0,30.0,0.8158107399940491,103.0,30.0,0.8312129378318787,121.0,36.0,0.7799243330955505,95.0,35.0,0.7589285373687744,126.0,62.0,0.645031213760376,87.0,61.0,0.7250736951828003,136.0,84.0,0.25728049874305725,99.0,93.0,0.604902982711792,132.0,104.0,0.4314422309398651,134.0,80.0,0.30964070558547974,105.0,124.0,0.5450695753097534,75.0,125.0,0.5256255865097046,139.0,173.0,0.720622181892395,51.0,180.0,0.6732687950134277,157.0,216.0,0.676964521408081,20.0,219.0,0.697091817855835,89.0,35.0,0.5980014204978943,89.0,28.0,0.34068188071250916,89.0,31.0,0.6016343832015991,60.0,27.0,0.6733382344245911,87.0,33.0,0.7871378660202026,45.0,58.0,0.6510212421417236,95.0,65.0,0.7216448783874512,27.0,91.0,0.7002540826797485,105.0,111.0,0.8371824622154236,58.0,96.0,0.21167224645614624,147.0,115.0,0.7081317901611328,40.0,137.0,0.4983782172203064,71.0,137.0,0.49380573630332947,45.0,173.0,0.6808538436889648,137.0,169.0,0.7649981379508972,16.0,222.0,0.7380622029304504,160.0,230.0,0.699721097946167
