frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,543,300,670,382,402,374,564,588,53.0,45.0,0.5962738990783691,55.0,38.0,0.5774739384651184,46.0,38.0,0.6313414573669434,61.0,30.0,0.6273383498191833,42.0,41.0,0.5391597747802734,84.0,43.0,0.619799792766571,47.0,74.0,0.6325626969337463,87.0,72.0,0.3108437657356262,33.0,112.0,0.6520940661430359,71.0,88.0,0.2642001211643219,21.0,145.0,0.6924110651016235,103.0,113.0,0.5999597907066345,75.0,119.0,0.5847563147544861,133.0,159.0,0.6219727993011475,43.0,157.0,0.5966712236404419,168.0,199.0,0.6275836825370789,28.0,223.0,0.6413662433624268,73.0,22.0,0.32211968302726746,75.0,20.0,0.44952431321144104,74.0,19.0,0.2097507119178772,79.0,25.0,0.7376993894577026,105.0,21.0,0.8030621409416199,68.0,54.0,0.746732234954834,131.0,47.0,0.7783641219139099,50.0,88.0,0.8350077867507935,159.0,75.0,0.8223963379859924,16.0,95.0,0.7929642796516418,167.0,97.0,0.7171226739883423,107.0,121.0,0.5857448577880859,144.0,116.0,0.5868861675262451,84.0,166.0,0.7342617511749268,151.0,155.0,0.7269206047058105,95.0,217.0,0.7665270566940308,177.0,200.0,0.7720297574996948
1,544,303,662,381,408,368,565,578,49.0,43.0,0.6376301050186157,50.0,36.0,0.7017374038696289,42.0,38.0,0.6931785941123962,57.0,30.0,0.5729381442070007,36.0,43.0,0.5237311124801636,78.0,42.0,0.5075517892837524,40.0,78.0,0.6651545763015747,83.0,74.0,0.37284600734710693,25.0,116.0,0.5831844210624695,67.0,91.0,0.4138143062591553,24.0,146.0,0.5936045050621033,102.0,114.0,0.5690556168556213,71.0,123.0,0.5575706362724304,133.0,163.0,0.62891685962677,35.0,161.0,0.5630164742469788,172.0,199.0,0.537647545337677,28.0,225.0,0.6529219746589661,73.0,26.0,0.4216167628765106,73.0,22.0,0.5150048732757568,72.0,23.0,0.2559725046157837,78.0,28.0,0.741908848285675,104.0,24.0,0.7897563576698303,68.0,58.0,0.7583272457122803,131.0,50.0,0.7744969129562378,49.0,92.0,0.8250782489776611,162.0,80.0,0.7814074754714966,19.0,99.0,0.7981415390968323,169.0,101.0,0.7232639789581299,107.0,125.0,0.5874050855636597,145.0,119.0,0.603588879108429,82.0,172.0,0.7561110258102417,147.0,158.0,0.7187145352363586,103.0,223.0,0.7960971593856812,175.0,204.0,0.7713558673858643
2,543,302,657,380,416,365,566,576,45.0,49.0,0.6053390502929688,47.0,40.0,0.6574476957321167,39.0,42.0,0.6754651069641113,55.0,34.0,0.5208383798599243,33.0,45.0,0.5004555583000183,78.0,46.0,0.5297502875328064,39.0,81.0,0.6702529191970825,109.0,44.0,0.3638245761394501,23.0,125.0,0.6974325776100159,127.0,58.0,0.4939635694026947,31.0,157.0,0.6341427564620972,105.0,120.0,0.5683324933052063,71.0,127.0,0.5618053674697876,135.0,168.0,0.6310644149780273,38.0,166.0,0.5472112894058228,173.0,201.0,0.4880615770816803,31.0,227.0,0.6283543705940247,69.0,22.0,0.3901665210723877,71.0,20.0,0.4836302399635315,68.0,19.0,0.27738234400749207,74.0,26.0,0.7267916798591614,101.0,24.0,0.773994505405426,66.0,58.0,0.7340202331542969,131.0,50.0,0.7187694311141968,45.0,91.0,0.8435545563697815,163.0,76.0,0.7851403951644897,16.0,99.0,0.7930959463119507,172.0,100.0,0.7775406241416931,107.0,124.0,0.5379814505577087,147.0,119.0,0.583163857460022,78.0,170.0,0.7554720044136047,138.0,153.0,0.67792809009552,107.0,219.0,0.7893714308738708,175.0,200.0,0.7183935046195984
3,543,304,654,381,424,363,569,570,45.0,43.0,0.5894789695739746,45.0,34.0,0.6123578548431396,37.0,36.0,0.6521358489990234,52.0,30.0,0.5160233974456787,31.0,39.0,0.4861658811569214,76.0,38.0,0.4951213002204895,35.0,75.0,0.6587815880775452,109.0,41.0,0.45755383372306824,22.0,121.0,0.7002249956130981,127.0,60.0,0.5867030024528503,32.0,158.0,0.5981791019439697,105.0,112.0,0.5536291599273682,69.0,121.0,0.5684201717376709,131.0,164.0,0.599550187587738,39.0,161.0,0.49085089564323425,173.0,197.0,0.4803224802017212,31.0,223.0,0.6300888061523438,65.0,26.0,0.4291163384914398,65.0,22.0,0.43261992931365967,63.0,16.0,0.23045101761817932,69.0,29.0,0.7196354866027832,97.0,25.0,0.7654039263725281,60.0,60.0,0.7549652457237244,127.0,50.0,0.7290651202201843,40.0,92.0,0.8246960639953613,161.0,78.0,0.7773796916007996,16.0,99.0,0.7929272651672363,173.0,105.0,0.7750129103660583,105.0,125.0,0.5435767769813538,147.0,121.0,0.5841893553733826,70.0,172.0,0.7638344764709473,130.0,154.0,0.6787940859794617,107.0,221.0,0.7779744267463684,173.0,196.0,0.7299743890762329
4,543,303,648,380,431,363,573,562,45.0,45.0,0.5753039121627808,47.0,36.0,0.6446793675422668,38.0,38.0,0.662931501865387,53.0,30.0,0.4900279939174652,33.0,43.0,0.5161377787590027,80.0,42.0,0.5202314257621765,35.0,77.0,0.6657384037971497,113.0,45.0,0.4993671774864197,23.0,123.0,0.7030653953552246,135.0,70.0,0.6307244300842285,32.0,161.0,0.6290197372436523,109.0,113.0,0.571331262588501,72.0,121.0,0.5404533743858337,135.0,168.0,0.5572234392166138,39.0,163.0,0.49213993549346924,174.0,201.0,0.5064712166786194,33.0,227.0,0.6445785164833069,60.0,28.0,0.4432472586631775,61.0,22.0,0.45391181111335754,60.0,23.0,0.23623208701610565,65.0,29.0,0.7080254554748535,92.0,26.0,0.767471969127655,58.0,62.0,0.735698401927948,122.0,52.0,0.7134031057357788,37.0,95.0,0.8064648509025574,157.0,80.0,0.7739184498786926,16.0,100.0,0.7932746410369873,171.0,109.0,0.7847538590431213,103.0,129.0,0.5423300266265869,143.0,124.0,0.5593865513801575,64.0,176.0,0.7816004753112793,126.0,158.0,0.6544730067253113,102.0,227.0,0.7503342628479004,171.0,198.0,0.7129675149917603
5,543,301,644,380,439,365,571,559,49.0,45.0,0.5847212076187134,49.0,34.0,0.5596571564674377,41.0,38.0,0.634375810623169,57.0,29.0,0.5998752117156982,35.0,41.0,0.5464765429496765,85.0,44.0,0.5769029259681702,36.0,78.0,0.6823558211326599,121.0,54.0,0.5130544900894165,23.0,125.0,0.694435715675354,143.0,81.0,0.6235792636871338,32.0,161.0,0.6189665198326111,113.0,113.0,0.5693453550338745,76.0,121.0,0.5585803985595703,138.0,169.0,0.5549604892730713,35.0,165.0,0.5152009725570679,169.0,197.0,0.5136080980300903,35.0,227.0,0.6550290584564209,55.0,30.0,0.4177480936050415,57.0,26.0,0.3979524075984955,55.0,25.0,0.1881016343832016,60.0,30.0,0.6563979387283325,90.0,26.0,0.7358868718147278,54.0,62.0,0.7272664308547974,119.0,51.0,0.6592428088188171,33.0,95.0,0.7998226284980774,159.0,78.0,0.787427544593811,16.0,97.0,0.7447593212127686,175.0,109.0,0.770782470703125,107.0,129.0,0.5068332552909851,147.0,123.0,0.47476789355278015,59.0,175.0,0.7603428959846497,127.0,157.0,0.5722953081130981,98.0,228.0,0.7229464650154114,171.0,196.0,0.718869149684906
6,543,299,637,380,450,368,569,554,53.0,40.0,0.6822217702865601,54.0,32.0,0.7986315488815308,46.0,34.0,0.7548068761825562,65.0,27.0,0.7070503234863281,39.0,37.0,0.6265797019004822,93.0,44.0,0.6524572968482971,40.0,74.0,0.640604555606842,131.0,62.0,0.5726445913314819,27.0,121.0,0.6187498569488525,155.0,90.0,0.6513930559158325,32.0,156.0,0.6818690299987793,121.0,113.0,0.5691567063331604,81.0,123.0,0.5724185109138489,148.0,176.0,0.5439842343330383,45.0,158.0,0.4028353989124298,169.0,197.0,0.5710830092430115,39.0,227.0,0.5398603081703186,45.0,30.0,0.29960158467292786,45.0,26.0,0.3195883631706238,45.0,26.0,0.13872912526130676,51.0,32.0,0.6374566555023193,84.0,26.0,0.6956422924995422,44.0,66.0,0.6730998158454895,117.0,52.0,0.6053962111473083,27.0,99.0,0.7997972965240479,163.0,78.0,0.7534751892089844,10.0,96.0,0.7088356018066406,181.0,109.0,0.7795724272727966,107.0,133.0,0.4668496549129486,151.0,125.0,0.44609707593917847,52.0,178.0,0.7502519488334656,130.0,159.0,0.5090975165367126,92.0,234.0,0.6787561774253845,165.0,198.0,0.6849135756492615
7,543,296,633,380,457,371,572,553,60.0,38.0,0.7115741968154907,62.0,32.0,0.7918289303779602,53.0,34.0,0.7940207123756409,73.0,29.0,0.7114157676696777,47.0,39.0,0.688371479511261,103.0,48.0,0.6016470193862915,47.0,73.0,0.600618839263916,142.0,68.0,0.5605247020721436,30.0,117.0,0.5895785689353943,167.0,99.0,0.622378408908844,34.0,152.0,0.5898071527481079,129.0,116.0,0.5627878308296204,87.0,123.0,0.5740946531295776,152.0,168.0,0.5283031463623047,51.0,159.0,0.49223950505256653,174.0,205.0,0.6012176871299744,40.0,228.0,0.6112955212593079,37.0,34.0,0.32467395067214966,36.0,31.0,0.36612027883529663,36.0,27.0,0.17600227892398834,43.0,34.0,0.633302628993988,76.0,28.0,0.7121561765670776,36.0,68.0,0.7181259393692017,115.0,53.0,0.629188597202301,28.0,100.0,0.7534441351890564,163.0,80.0,0.7497467994689941,12.0,95.0,0.7157301902770996,179.0,111.0,0.7651507258415222,107.0,137.0,0.466804563999176,153.0,127.0,0.47639527916908264,47.0,181.0,0.7404437065124512,129.0,158.0,0.4909406006336212,91.0,235.0,0.6875051856040955,147.0,196.0,0.7127463221549988
8,543,293,632,381,468,376,575,552,69.0,37.0,0.7309285402297974,70.0,30.0,0.8006031513214111,60.0,32.0,0.7936276197433472,82.0,28.0,0.7452184557914734,55.0,37.0,0.6953749060630798,114.0,50.0,0.6521589159965515,51.0,70.0,0.5991337299346924,147.0,75.0,0.5760970115661621,36.0,110.0,0.49862945079803467,169.0,105.0,0.6667140126228333,36.0,145.0,0.5608898997306824,131.0,119.0,0.5893422365188599,89.0,125.0,0.5923867225646973,156.0,170.0,0.5399768948554993,51.0,159.0,0.5159832835197449,169.0,205.0,0.6897097826004028,39.0,224.0,0.6659219861030579,25.0,34.0,0.20263367891311646,25.0,30.0,0.25537270307540894,22.0,27.0,0.11141657084226608,31.0,36.0,0.6125980615615845,65.0,25.0,0.691612958908081,27.0,70.0,0.6408230066299438,107.0,53.0,0.5878600478172302,23.0,103.0,0.6784734725952148,159.0,80.0,0.6885087490081787,8.0,91.0,0.3456316292285919,179.0,111.0,0.7376163005828857,101.0,139.0,0.4154321253299713,149.0,127.0,0.4684810936450958,30.0,180.0,0.7086878418922424,119.0,157.0,0.3657854199409485,79.0,235.0,0.6801444292068481,131.0,196.0,0.6939207911491394
9,544,290,630,380,473,380,581,552,77.0,37.0,0.7434064149856567,81.0,28.0,0.8048824667930603,70.0,32.0,0.7735637426376343,91.0,27.0,0.7355077266693115,67.0,35.0,0.6896200776100159,121.0,51.0,0.6905519962310791,59.0,67.0,0.6651064157485962,152.0,80.0,0.5987255573272705,40.0,105.0,0.5713022351264954,175.0,113.0,0.6661892533302307,40.0,140.0,0.6468628644943237,137.0,121.0,0.5887668132781982,95.0,127.0,0.5893118977546692,164.0,176.0,0.5541204810142517,55.0,161.0,0.5358924269676208,164.0,208.0,0.6399369835853577,39.0,228.0,0.6670981049537659,18.0,34.0,0.18668122589588165,21.0,32.0,0.23791249096393585,63.0,22.0,0.11888632923364639,27.0,38.0,0.5760825276374817,59.0,25.0,0.6751822829246521,27.0,73.0,0.6786183714866638,103.0,53.0,0.5952590107917786,25.0,105.0,0.7088422179222107,157.0,82.0,0.6403173208236694,12.0,95.0,0.16418509185314178,175.0,113.0,0.7383589148521423,93.0,139.0,0.41801753640174866,141.0,129.0,0.4596910774707794,16.0,176.0,0.7173242568969727,98.0,156.0,0.3514166474342346,56.0,227.0,0.7222662568092346,127.0,192.0,0.698165774345398
