frame,abb_xmin,abb_ymin,abb_xmax,abb_ymax,bbb_xmin,bbb_ymin,bbb_xmax,bbb_ymax,a_nose_x,a_nose_y,a_nose_confidence,a_left_eye_x,a_left_eye_y,a_left_eye_confidence,a_right_eye_x,a_right_eye_y,a_right_eye_confidence,a_left_ear_x,a_left_ear_y,a_left_ear_confidence,a_right_ear_x,a_right_ear_y,a_right_ear_confidence,a_left_shoulder_x,a_left_shoulder_y,a_left_shoulder_confidence,a_right_shoulder_x,a_right_shoulder_y,a_right_shoulder_confidence,a_left_elbow_x,a_left_elbow_y,a_left_elbow_confidence,a_right_elbow_x,a_right_elbow_y,a_right_elbow_confidence,a_left_wrist_x,a_left_wrist_y,a_left_wrist_confidence,a_right_wrist_x,a_right_wrist_y,a_right_wrist_confidence,a_left_hip_x,a_left_hip_y,a_left_hip_confidence,a_right_hip_x,a_right_hip_y,a_right_hip_confidence,a_left_knee_x,a_left_knee_y,a_left_knee_confidence,a_right_knee_x,a_right_knee_y,a_right_knee_confidence,a_left_ankle_x,a_left_ankle_y,a_left_ankle_confidence,a_right_ankle_x,a_right_ankle_y,a_right_ankle_confidence,b_nose_x,b_nose_y,b_nose_confidence,b_left_eye_x,b_left_eye_y,b_left_eye_confidence,b_right_eye_x,b_right_eye_y,b_right_eye_confidence,b_left_ear_x,b_left_ear_y,b_left_ear_confidence,b_right_ear_x,b_right_ear_y,b_right_ear_confidence,b_left_shoulder_x,b_left_shoulder_y,b_left_shoulder_confidence,b_right_shoulder_x,b_right_shoulder_y,b_right_shoulder_confidence,b_left_elbow_x,b_left_elbow_y,b_left_elbow_confidence,b_right_elbow_x,b_right_elbow_y,b_right_elbow_confidence,b_left_wrist_x,b_left_wrist_y,b_left_wrist_confidence,b_right_wrist_x,b_right_wrist_y,b_right_wrist_confidence,b_left_hip_x,b_left_hip_y,b_left_hip_confidence,b_right_hip_x,b_right_hip_y,b_right_hip_confidence,b_left_knee_x,b_left_knee_y,b_left_knee_confidence,b_right_knee_x,b_right_knee_y,b_right_knee_confidence,b_left_ankle_x,b_left_ankle_y,b_left_ankle_confidence,b_right_ankle_x,b_right_ankle_y,b_right_ankle_confidence
0,529,281,602,392,587,343,683,516,111.0,28.0,0.7531114220619202,119.0,22.0,0.827116847038269,105.0,21.0,0.8437595963478088,133.0,28.0,0.7775948643684387,97.0,25.0,0.8114935159683228,148.0,58.0,0.687456488609314,87.0,53.0,0.6745100617408752,190.0,72.0,0.4868537187576294,55.0,57.0,0.6022205352783203,191.0,76.0,0.16810934245586395,22.0,52.0,0.5638617873191833,133.0,132.0,0.5134115219116211,91.0,131.0,0.5240596532821655,125.0,172.0,0.5691711902618408,85.0,172.0,0.37522152066230774,122.0,225.0,0.5168336033821106,109.0,197.0,0.42685946822166443,76.0,32.0,0.42036497592926025,77.0,26.0,0.5172230005264282,79.0,27.0,0.2804587781429291,79.0,26.0,0.6783732771873474,111.0,25.0,0.6291890740394592,71.0,57.0,0.5740593671798706,143.0,51.0,0.5974363684654236,34.0,94.0,0.7342963814735413,172.0,80.0,0.6111763715744019,15.0,117.0,0.7135706543922424,171.0,105.0,0.19058772921562195,128.0,127.0,0.4179009795188904,169.0,121.0,0.46972960233688354,115.0,178.0,0.6261863708496094,139.0,161.0,0.4543061852455139,153.0,231.0,0.5808185935020447,163.0,200.0,0.6166903376579285
1,534,280,624,392,581,345,681,517,81.0,28.0,0.8428390026092529,87.0,22.0,0.87003093957901,75.0,21.0,0.880287766456604,98.0,28.0,0.8349464535713196,68.0,25.0,0.84896320104599,113.0,57.0,0.7466694712638855,59.0,51.0,0.7651673555374146,148.0,76.0,0.5316439270973206,33.0,59.0,0.551583468914032,178.0,73.0,0.445530503988266,22.0,58.0,0.5895360112190247,96.0,130.0,0.5963568091392517,63.0,131.0,0.6014639139175415,92.0,172.0,0.6154411435127258,59.0,172.0,0.4651118516921997,89.0,223.0,0.540712833404541,78.0,195.0,0.4926338195800781,76.0,32.0,0.44660964608192444,76.0,29.0,0.5288394093513489,79.0,29.0,0.2809956669807434,81.0,29.0,0.7022871375083923,110.0,26.0,0.6172131896018982,72.0,58.0,0.57408207654953,139.0,51.0,0.5870568752288818,37.0,95.0,0.7482250332832336,170.0,82.0,0.5701115131378174,19.0,117.0,0.7355837225914001,171.0,108.0,0.15200206637382507,133.0,127.0,0.4333740770816803,169.0,121.0,0.45889517664909363,117.0,180.0,0.6396133899688721,142.0,160.0,0.34219399094581604,162.0,231.0,0.577545702457428,142.0,203.0,0.47895610332489014
2,536,278,628,392,579,350,680,518,73.0,29.0,0.7618248462677002,81.0,24.0,0.8163158893585205,70.0,24.0,0.8205108642578125,92.0,29.0,0.8180722594261169,63.0,27.0,0.7388910055160522,108.0,58.0,0.7584344148635864,54.0,54.0,0.7568248510360718,139.0,77.0,0.5863054394721985,29.0,64.0,0.584096372127533,167.0,73.0,0.5932024121284485,22.0,60.0,0.5960896611213684,91.0,130.0,0.6069791316986084,55.0,131.0,0.5998539328575134,86.0,172.0,0.6449242830276489,52.0,172.0,0.5569197535514832,82.0,225.0,0.5866315364837646,73.0,196.0,0.5583847761154175,71.0,31.0,0.416631817817688,73.0,26.0,0.49074000120162964,75.0,27.0,0.26857471466064453,76.0,28.0,0.7026839256286621,106.0,26.0,0.6358901262283325,70.0,57.0,0.6243768930435181,131.0,49.0,0.557593822479248,39.0,95.0,0.765765905380249,167.0,81.0,0.5662305951118469,16.0,116.0,0.7344715595245361,140.0,98.0,0.16948089003562927,133.0,127.0,0.44350746273994446,167.0,120.0,0.46152764558792114,111.0,181.0,0.6523219347000122,131.0,165.0,0.3122238516807556,161.0,228.0,0.6159634590148926,123.0,201.0,0.5517061352729797
3,539,278,626,392,578,352,679,517,75.0,28.0,0.8190991878509521,81.0,22.0,0.8469852209091187,70.0,22.0,0.8773510456085205,92.0,27.0,0.8340684175491333,61.0,27.0,0.886102020740509,108.0,58.0,0.7661759257316589,51.0,54.0,0.7464151978492737,141.0,75.0,0.5795740485191345,23.0,67.0,0.4218021333217621,168.0,70.0,0.5818912982940674,18.0,64.0,0.5706056356430054,90.0,130.0,0.6022778749465942,53.0,129.0,0.5780146718025208,84.0,172.0,0.6479106545448303,46.0,170.0,0.61229008436203,80.0,226.0,0.5984589457511902,67.0,196.0,0.5952131748199463,67.0,32.0,0.415684312582016,68.0,31.0,0.4722793400287628,67.0,29.0,0.2589643597602844,70.0,30.0,0.681863009929657,101.0,29.0,0.5869113802909851,68.0,62.0,0.617393434047699,127.0,51.0,0.5755406022071838,39.0,101.0,0.7274205088615417,161.0,83.0,0.523438572883606,15.0,117.0,0.6621430516242981,134.0,98.0,0.1574280858039856,133.0,129.0,0.4530637562274933,163.0,125.0,0.4167937636375427,94.0,184.0,0.6718291640281677,126.0,172.0,0.34167924523353577,156.0,228.0,0.600357174873352,115.0,203.0,0.46307918429374695
4,543,278,624,392,577,357,676,517,69.0,28.0,0.8408369421958923,77.0,23.0,0.8457955718040466,63.0,22.0,0.8938878774642944,91.0,29.0,0.8181182146072388,55.0,27.0,0.840908944606781,107.0,57.0,0.7430188655853271,43.0,53.0,0.7353000640869141,141.0,75.0,0.559154748916626,11.0,71.0,0.5173529982566833,166.0,70.0,0.5527716279029846,12.0,68.0,0.44111037254333496,87.0,129.0,0.5993921756744385,47.0,127.0,0.5686492919921875,83.0,173.0,0.6695747971534729,38.0,172.0,0.6366726756095886,76.0,227.0,0.6421939134597778,61.0,192.0,0.6333509683609009,65.0,32.0,0.3800688087940216,65.0,29.0,0.4289965331554413,67.0,29.0,0.22154806554317474,70.0,30.0,0.6940078139305115,100.0,28.0,0.5673642158508301,68.0,62.0,0.6230026483535767,127.0,51.0,0.5403509140014648,47.0,103.0,0.8034853339195251,159.0,83.0,0.4946991801261902,19.0,113.0,0.7588690519332886,128.0,96.0,0.17816805839538574,133.0,129.0,0.4542701244354248,165.0,125.0,0.4373513162136078,80.0,182.0,0.7428291440010071,119.0,165.0,0.3596649467945099,151.0,223.0,0.5190415978431702,127.0,196.0,0.3302083909511566
5,543,278,621,392,575,361,671,516,73.0,28.0,0.8346272706985474,81.0,22.0,0.8628963232040405,67.0,22.0,0.8903903365135193,93.0,27.0,0.8346593379974365,57.0,25.0,0.8372460007667542,110.0,58.0,0.7337616682052612,44.0,54.0,0.6918919682502747,144.0,74.0,0.5774073004722595,15.0,72.0,0.5226458311080933,168.0,72.0,0.566977858543396,14.0,76.0,0.28565216064453125,91.0,129.0,0.596732497215271,48.0,127.0,0.5623990893363953,86.0,172.0,0.6538652777671814,37.0,170.0,0.619443953037262,79.0,227.0,0.6207963228225708,60.0,192.0,0.6143561005592346,65.0,28.0,0.30645716190338135,66.0,26.0,0.35855942964553833,66.0,23.0,0.1920410692691803,73.0,29.0,0.6601524949073792,101.0,25.0,0.5514702200889587,72.0,62.0,0.6371124386787415,131.0,49.0,0.5408610105514526,57.0,104.0,0.8341355323791504,158.0,80.0,0.3924732208251953,26.0,113.0,0.7457866072654724,132.0,99.0,0.17000338435173035,135.0,133.0,0.4416644275188446,173.0,125.0,0.4234468638896942,71.0,183.0,0.7205449938774109,119.0,161.0,0.3632616102695465,144.0,219.0,0.5776171684265137,138.0,197.0,0.45518654584884644
6,544,278,613,391,573,363,669,517,81.0,29.0,0.7986759543418884,87.0,22.0,0.8393602967262268,73.0,22.0,0.8733868598937988,102.0,28.0,0.829515278339386,63.0,27.0,0.8398663997650146,123.0,60.0,0.6722984910011292,51.0,57.0,0.687301754951477,158.0,77.0,0.4798443615436554,17.0,75.0,0.4567566215991974,185.0,74.0,0.4847007691860199,17.0,83.0,0.43653279542922974,99.0,132.0,0.5501511096954346,51.0,131.0,0.5316380858421326,96.0,174.0,0.6249005198478699,37.0,173.0,0.5931621193885803,86.0,229.0,0.5665473341941833,59.0,196.0,0.5971511006355286,65.0,30.0,0.2809232473373413,66.0,28.0,0.36282914876937866,66.0,27.0,0.18102851510047913,72.0,30.0,0.6623454093933105,101.0,27.0,0.547707200050354,70.0,64.0,0.6135073900222778,135.0,50.0,0.5579262375831604,67.0,105.0,0.7885987758636475,158.0,84.0,0.4460814595222473,28.0,115.0,0.7575796842575073,128.0,98.0,0.17252568900585175,133.0,133.0,0.43740469217300415,173.0,127.0,0.4246605336666107,59.0,181.0,0.7606790065765381,117.0,161.0,0.37698671221733093,132.0,219.0,0.596664547920227,147.0,201.0,0.5323889851570129
7,544,279,607,391,572,365,667,519,89.0,29.0,0.7790085673332214,97.0,22.0,0.817607581615448,81.0,22.0,0.8359267711639404,113.0,27.0,0.8068923354148865,71.0,27.0,0.7985926270484924,135.0,60.0,0.6424883604049683,56.0,58.0,0.6358839869499207,176.0,79.0,0.41918256878852844,23.0,76.0,0.40875211358070374,191.0,80.0,0.3716799020767212,20.0,95.0,0.5106147527694702,109.0,132.0,0.49521946907043457,57.0,131.0,0.4603602886199951,104.0,172.0,0.601976215839386,38.0,170.0,0.5246427655220032,96.0,227.0,0.5326511263847351,60.0,195.0,0.5481284856796265,65.0,30.0,0.2820732891559601,64.0,28.0,0.3733229339122772,66.0,27.0,0.18106931447982788,69.0,31.0,0.6568789482116699,99.0,27.0,0.5344752669334412,64.0,66.0,0.6669420599937439,131.0,50.0,0.5429600477218628,71.0,105.0,0.8106929063796997,158.0,84.0,0.4347088038921356,28.0,115.0,0.7573876976966858,128.0,94.0,0.16151456534862518,131.0,132.0,0.4067154824733734,169.0,125.0,0.41352397203445435,51.0,179.0,0.7736923098564148,117.0,153.0,0.34511545300483704,115.0,219.0,0.6061204075813293,145.0,192.0,0.6064208745956421
8,545,280,604,391,571,365,664,520,90.0,28.0,0.752980649471283,101.0,22.0,0.8193915486335754,82.0,21.0,0.8377709984779358,117.0,27.0,0.7944441437721252,71.0,27.0,0.7868178486824036,139.0,60.0,0.6148489713668823,59.0,59.0,0.6234845519065857,187.0,79.0,0.4446162283420563,25.0,78.0,0.49096882343292236,191.0,80.0,0.23975417017936707,16.0,102.0,0.5142143368721008,113.0,132.0,0.44172608852386475,61.0,133.0,0.3779616355895996,108.0,172.0,0.5734958648681641,33.0,166.0,0.3893008232116699,100.0,227.0,0.550990104675293,55.0,196.0,0.5095155835151672,61.0,30.0,0.23636551201343536,64.0,28.0,0.2841353416442871,62.0,27.0,0.12754346430301666,68.0,32.0,0.6113150119781494,97.0,28.0,0.5425889492034912,64.0,66.0,0.6793515086174011,131.0,50.0,0.5689851641654968,77.0,105.0,0.8078909516334534,165.0,84.0,0.6524979472160339,28.0,116.0,0.727899432182312,122.0,90.0,0.1744915246963501,129.0,131.0,0.39972758293151855,169.0,127.0,0.42659586668014526,43.0,179.0,0.7679694294929504,124.0,152.0,0.39395779371261597,94.0,228.0,0.6262920498847961,151.0,192.0,0.6523804068565369
9,543,280,601,391,568,366,659,522,98.0,31.0,0.7431089878082275,109.0,24.0,0.80787193775177,90.0,24.0,0.8227657079696655,126.0,28.0,0.7838027477264404,79.0,29.0,0.7898887991905212,150.0,62.0,0.6070830821990967,63.0,61.0,0.5847594141960144,190.0,81.0,0.48515745997428894,33.0,87.0,0.5240022540092468,191.0,80.0,0.1037776917219162,19.0,115.0,0.5432003736495972,119.0,136.0,0.43579021096229553,67.0,133.0,0.43140485882759094,115.0,172.0,0.5325601696968079,36.0,166.0,0.4778059422969818,106.0,229.0,0.5151510238647461,51.0,204.0,0.5201906561851501,61.0,26.0,0.4235624670982361,65.0,22.0,0.47962486743927,64.0,23.0,0.2826199233531952,71.0,29.0,0.5879175066947937,100.0,26.0,0.4929216802120209,66.0,62.0,0.6352260112762451,133.0,48.0,0.5493485331535339,86.0,102.0,0.8296802639961243,169.0,77.0,0.6714597940444946,34.0,113.0,0.7188287973403931,128.0,86.0,0.18449516594409943,129.0,131.0,0.3940964937210083,169.0,125.0,0.415609210729599,43.0,179.0,0.7775635719299316,128.0,149.0,0.3992595970630646,86.0,231.0,0.6277185082435608,159.0,189.0,0.6303315758705139
